,Open,High,Low,Close
2009-12-20,1112.47,1119.66,1090.295,1093.34
2009-12-21,1093.41,1097.53,1074.735,1083.9
2009-12-22,1083.86,1096.05,1079.57,1087.61
2009-12-23,1087.65,1106.11,1087.1,1105.73
2009-12-24,1105.53,1105.56,1104.46,1105.54
2009-12-26,1105.78,1105.78,1105.78,1105.78
2009-12-27,1106.69,1113.885,1101.645,1107.07
2009-12-28,1107.18,1108.455,1096.745,1096.85
2009-12-29,1096.93,1098.16,1086.105,1092.92
2009-12-30,1093.09,1106.955,1092.61,1097.12
2009-12-31,1097.18,1097.38,1097.04,1097.38
2010-01-03,1097.88,1123.92,1093.45,1121.31
2010-01-04,1121.36,1128.86,1115.31,1118.01
2010-01-05,1118.04,1140.535,1116.63,1138.21
2010-01-06,1138.24,1139.04,1128.585,1131.66
2010-01-07,1131.59,1139.62,1119.805,1138.1
2010-01-08,1138.07,1138.07,1137.96,1137.96
2010-01-09,1137.96,1137.96,1137.95,1137.95
2010-01-10,1137.96,1162.08,1137.96,1151.73
2010-01-11,1151.64,1158.23,1125.0,1128.02
2010-01-12,1128.12,1138.79,1118.695,1137.93
2010-01-13,1137.9,1146.435,1130.975,1142.73
2010-01-14,1142.83,1145.88,1126.78,1131.02
2010-01-16,1131.02,1131.62,1131.02,1131.62
2010-01-17,1130.9,1137.43,1127.7,1133.87
2010-01-18,1133.96,1140.795,1128.995,1138.31
2010-01-19,1138.35,1141.695,1107.145,1111.25
2010-01-20,1111.28,1117.785,1088.69,1094.05
2010-01-21,1093.91,1098.865,1082.375,1093.22
2010-01-22,1093.34,1093.34,1093.34,1093.34
2010-01-24,1092.92,1104.255,1092.67,1098.39
2010-01-25,1098.35,1103.625,1085.715,1097.61
2010-01-26,1097.64,1102.74,1083.595,1087.87
2010-01-27,1088.18,1096.3,1074.21,1086.91
2010-01-28,1086.75,1090.5,1074.78,1081.13
2010-01-29,1081.1,1081.1,1080.92,1080.92
2010-01-31,1081.07,1107.85,1076.73,1105.51
2010-02-01,1105.65,1118.385,1099.075,1114.42
2010-02-02,1114.36,1125.235,1107.285,1109.86
2010-02-03,1109.92,1111.355,1059.7,1063.68
2010-02-04,1063.99,1068.99,1044.475,1066.27
2010-02-05,1066.3,1066.3,1066.3,1066.3
2010-02-06,1066.31,1067.3,1066.3,1066.45
2010-02-07,1066.45,1073.915,1061.83,1062.85
2010-02-08,1062.94,1083.34,1062.27,1078.16
2010-02-09,1078.25,1082.43,1063.38,1072.09
2010-02-10,1072.2,1098.025,1071.65,1095.3
2010-02-11,1095.15,1097.13,1077.89,1093.39
2010-02-12,1093.57,1094.07,1093.57,1094.07
2010-02-13,1093.47,1094.17,1093.47,1094.17
2010-02-14,1093.57,1102.455,1091.865,1101.02
2010-02-15,1100.98,1121.27,1098.39,1119.37
2010-02-16,1119.32,1127.36,1105.38,1106.88
2010-02-17,1107.04,1124.24,1097.935,1108.71
2010-02-18,1108.67,1127.0,1099.36,1119.31
2010-02-19,1119.41,1119.41,1119.41,1119.41
2010-02-20,1118.61,1118.75,1118.61,1118.75
2010-02-21,1118.75,1131.26,1110.23,1114.3
2010-02-22,1114.47,1121.26,1099.505,1103.38
2010-02-23,1103.61,1108.455,1090.17,1097.89
2010-02-24,1097.78,1109.485,1088.435,1106.5
2010-02-25,1106.55,1119.12,1104.42,1117.73
2010-02-27,1117.83,1117.98,1117.83,1117.98
2010-02-28,1117.98,1123.625,1112.025,1118.91
2010-03-01,1118.85,1137.78,1114.945,1134.61
2010-03-02,1134.64,1145.185,1132.335,1139.96
2010-03-03,1140.03,1141.72,1125.88,1132.18
2010-03-04,1132.21,1140.755,1127.48,1134.88
2010-03-05,1134.85,1134.85,1134.85,1134.85
2010-03-06,1134.85,1134.85,1134.85,1134.85
2010-03-07,1135.0,1137.795,1118.69,1123.59
2010-03-08,1123.65,1125.09,1108.665,1121.82
2010-03-09,1121.33,1128.105,1103.43,1108.44
2010-03-10,1108.49,1111.775,1100.665,1109.54
2010-03-11,1109.48,1119.385,1098.535,1101.95
2010-03-14,1101.75,1108.91,1101.34,1108.29
2010-03-15,1108.42,1128.88,1108.2,1127.66
2010-03-16,1127.5,1133.415,1118.49,1120.46
2010-03-17,1120.6,1129.495,1118.265,1127.42
2010-03-18,1127.36,1127.42,1101.505,1106.93
2010-03-19,1106.88,1106.88,1106.88,1106.88
2010-03-20,1106.9,1106.9,1106.9,1106.9
2010-03-21,1107.45,1108.865,1092.555,1102.15
2010-03-22,1102.2,1108.225,1094.535,1105.15
2010-03-23,1105.1,1105.89,1085.315,1086.61
2010-03-24,1086.54,1095.885,1085.81,1090.51
2010-03-25,1090.42,1109.91,1088.81,1107.53
2010-03-26,1107.45,1107.45,1107.45,1107.45
2010-03-28,1108.45,1114.83,1103.475,1109.73
2010-03-29,1109.64,1113.505,1101.745,1103.62
2010-03-30,1103.64,1118.24,1102.49,1113.17
2010-03-31,1113.26,1128.165,1111.695,1126.84
2010-04-01,1126.8,1127.14,1116.78,1122.5
2010-04-02,1122.5,1122.5,1122.5,1122.5
2010-04-03,1122.9,1126.45,1122.5,1122.5
2010-04-04,1124.5,1133.54,1120.15,1131.94
2010-04-05,1131.9,1138.81,1122.905,1134.28
2010-04-06,1134.2,1153.38,1132.63,1149.38
2010-04-07,1149.41,1153.92,1143.755,1150.57
2010-04-08,1150.51,1164.94,1149.57,1161.94
2010-04-10,1161.94,1162.44,1161.94,1162.44
2010-04-11,1163.44,1169.9,1154.3,1156.32
2010-04-12,1156.38,1157.37,1145.16,1150.64
2010-04-13,1150.68,1162.17,1150.435,1155.37
2010-04-14,1155.46,1161.62,1150.23,1159.17
2010-04-15,1159.14,1160.805,1129.995,1137.43
2010-04-18,1136.43,1144.85,1106.43,1135.72
2010-04-19,1135.76,1146.23,1133.595,1140.78
2010-04-20,1140.85,1150.665,1137.86,1146.69
2010-04-21,1146.74,1149.47,1131.79,1141.63
2010-04-22,1141.32,1158.0,1135.06,1157.75
2010-04-23,1157.8,1158.3,1157.8,1158.3
2010-04-24,1157.8,1157.8,1157.3,1157.3
2010-04-25,1157.0,1160.055,1150.9,1153.47
2010-04-26,1153.74,1172.75,1146.41,1167.96
2010-04-27,1168.0,1174.68,1160.715,1165.77
2010-04-28,1165.93,1171.39,1162.17,1167.01
2010-04-29,1166.83,1181.785,1166.83,1179.1
2010-05-02,1179.1,1187.875,1176.76,1182.31
2010-05-03,1182.37,1192.425,1167.015,1171.14
2010-05-04,1171.28,1177.065,1156.595,1175.18
2010-05-05,1175.0,1211.73,1172.645,1208.53
2010-05-06,1208.39,1214.03,1192.8,1208.23
2010-05-07,1208.33,1208.33,1208.33,1208.33
2010-05-08,1207.93,1207.93,1207.93,1207.93
2010-05-09,1207.45,1207.45,1184.08,1203.08
2010-05-10,1203.03,1234.65,1201.165,1232.76
2010-05-11,1232.67,1248.76,1227.06,1238.88
2010-05-12,1238.82,1243.19,1227.34,1232.74
2010-05-13,1232.9,1249.495,1217.545,1232.6
2010-05-16,1231.25,1242.495,1219.28,1222.46
2010-05-17,1222.57,1229.235,1206.92,1224.98
2010-05-18,1225.03,1227.775,1186.67,1193.76
2010-05-19,1193.78,1198.18,1175.245,1182.41
2010-05-20,1182.6,1187.885,1166.15,1177.08
2010-05-23,1178.07,1196.96,1177.4,1191.66
2010-05-24,1191.69,1204.38,1185.36,1204.28
2010-05-25,1204.23,1216.71,1200.88,1211.68
2010-05-26,1211.71,1218.51,1205.88,1212.19
2010-05-27,1212.68,1215.54,1202.23,1214.6
2010-05-30,1213.33,1218.1,1209.84,1216.25
2010-05-31,1216.28,1228.98,1214.69,1225.64
2010-06-01,1225.54,1227.165,1213.405,1223.46
2010-06-02,1223.5,1224.815,1200.915,1206.64
2010-06-03,1206.7,1220.13,1196.595,1219.88
2010-06-05,1219.93,1219.93,1219.93,1219.93
2010-06-06,1219.58,1244.71,1210.72,1240.22
2010-06-07,1240.43,1252.185,1233.505,1236.61
2010-06-08,1236.66,1241.01,1221.795,1233.33
2010-06-09,1233.13,1234.25,1214.95,1216.6
2010-06-10,1216.56,1230.79,1216.27,1226.69
2010-06-12,1226.81,1226.81,1226.61,1226.61
2010-06-13,1227.66,1234.21,1216.23,1221.22
2010-06-14,1221.32,1236.86,1219.895,1234.13
2010-06-15,1233.99,1238.08,1226.99,1229.22
2010-06-16,1229.36,1251.245,1229.14,1244.97
2010-06-17,1244.9,1262.385,1241.825,1256.89
2010-06-18,1256.98,1256.98,1256.98,1256.98
2010-06-20,1257.21,1265.265,1230.76,1233.73
2010-06-21,1233.69,1242.86,1232.11,1240.06
2010-06-22,1240.0,1246.485,1224.835,1237.39
2010-06-23,1237.44,1248.53,1227.83,1243.44
2010-06-24,1243.4,1258.41,1241.09,1255.67
2010-06-27,1255.26,1262.81,1235.8,1239.1
2010-06-28,1239.15,1245.22,1227.28,1240.67
2010-06-29,1240.52,1247.76,1234.69,1242.37
2010-06-30,1242.62,1243.99,1196.61,1198.87
2010-07-01,1198.97,1213.5,1198.33,1211.4
2010-07-04,1212.1,1214.52,1205.96,1208.93
2010-07-05,1209.0,1213.75,1189.35,1192.69
2010-07-06,1192.63,1204.05,1185.05,1202.6
2010-07-07,1202.55,1208.015,1187.46,1198.07
2010-07-08,1198.28,1213.84,1194.565,1211.92
2010-07-11,1211.65,1213.25,1196.39,1199.79
2010-07-12,1196.87,1218.04,1196.58,1212.34
2010-07-13,1212.44,1218.22,1202.64,1208.35
2010-07-14,1208.25,1217.405,1203.855,1208.315
2010-07-15,1208.285,1210.935,1186.135,1193.055
2010-07-16,1193.105,1193.325,1193.055,1193.195
2010-07-17,1194.05,1194.05,1194.05,1194.05
2010-07-18,1196.07,1196.07,1177.58,1182.89
2010-07-19,1182.92,1193.81,1175.62,1192.07
2010-07-20,1192.01,1198.14,1183.49,1185.18
2010-07-21,1184.98,1201.31,1181.19,1195.01
2010-07-22,1195.08,1204.16,1184.18,1189.06
2010-07-23,1189.0,1189.0,1189.0,1189.0
2010-07-24,1188.85,1188.85,1188.85,1188.85
2010-07-25,1188.15,1194.77,1179.88,1183.65
2010-07-26,1183.7,1187.33,1158.22,1161.84
2010-07-27,1161.75,1166.17,1156.83,1163.34
2010-07-28,1163.39,1169.53,1159.43,1168.3
2010-07-29,1168.25,1183.71,1165.825,1181.05
2010-07-30,1180.85,1180.95,1180.85,1180.95
2010-07-31,1181.75,1181.75,1181.75,1181.75
2010-08-01,1181.85,1190.54,1174.61,1182.84
2010-08-02,1182.8,1190.82,1179.51,1186.21
2010-08-03,1186.16,1203.12,1184.91,1194.97
2010-08-04,1195.02,1200.23,1190.04,1194.97
2010-08-05,1194.93,1211.07,1192.515,1205.43
2010-08-06,1205.33,1205.33,1205.33,1205.33
2010-08-07,1205.58,1205.58,1205.58,1205.58
2010-08-08,1205.68,1209.94,1199.09,1201.31
2010-08-09,1201.4,1207.815,1190.72,1204.27
2010-08-10,1204.3,1208.11,1192.58,1198.11
2010-08-11,1198.16,1216.06,1196.67,1213.9
2010-08-12,1213.8,1217.73,1210.66,1215.41
2010-08-14,1215.05,1215.2,1215.05,1215.2
2010-08-15,1214.65,1227.55,1214.35,1225.23
2010-08-16,1225.13,1229.13,1222.645,1224.84
2010-08-17,1224.69,1232.425,1217.395,1229.3
2010-08-18,1229.38,1237.57,1227.865,1232.05
2010-08-19,1232.0,1233.79,1222.09,1228.01
2010-08-20,1227.9,1227.9,1227.85,1227.85
2010-08-21,1227.6,1227.75,1227.6,1227.75
2010-08-22,1227.7,1232.065,1221.94,1226.08
2010-08-23,1225.93,1235.47,1210.19,1230.53
2010-08-24,1230.5,1241.53,1229.125,1240.04
2010-08-25,1240.09,1244.425,1234.16,1237.58
2010-08-26,1237.68,1242.42,1231.99,1238.05
2010-08-27,1237.8,1237.95,1237.8,1237.95
2010-08-29,1237.65,1238.8,1233.395,1236.9
2010-08-30,1236.81,1249.97,1231.94,1247.42
2010-08-31,1247.51,1254.78,1242.63,1244.32
2010-09-01,1244.35,1253.39,1243.625,1251.0
2010-09-02,1250.91,1253.94,1237.94,1246.82
2010-09-04,1247.12,1247.12,1247.12,1247.12
2010-09-05,1248.77,1251.28,1246.945,1249.82
2010-09-06,1249.99,1259.9,1244.9,1255.59
2010-09-07,1255.64,1262.81,1253.43,1255.12
2010-09-08,1254.97,1258.95,1242.32,1243.82
2010-09-09,1243.75,1251.33,1236.76,1246.31
2010-09-10,1246.28,1246.28,1246.28,1246.28
2010-09-11,1246.28,1246.28,1246.28,1246.28
2010-09-12,1246.03,1249.46,1241.14,1245.33
2010-09-13,1245.77,1274.9,1244.85,1268.19
2010-09-14,1268.15,1272.06,1263.23,1268.1
2010-09-15,1268.06,1277.89,1264.88,1275.3
2010-09-16,1275.1,1282.93,1272.02,1274.15
2010-09-17,1274.2,1274.2,1274.15,1274.15
2010-09-18,1274.75,1274.75,1274.75,1274.75
2010-09-19,1276.75,1283.82,1274.355,1278.31
2010-09-20,1278.1,1290.77,1270.91,1287.22
2010-09-21,1287.25,1296.28,1286.33,1291.25
2010-09-22,1291.3,1296.04,1286.97,1292.19
2010-09-23,1292.29,1300.035,1291.31,1296.74
2010-09-25,1296.86,1296.86,1296.86,1296.86
2010-09-26,1296.76,1300.085,1294.03,1294.3
2010-09-27,1294.25,1310.21,1280.62,1309.09
2010-09-28,1309.14,1313.535,1305.615,1309.81
2010-09-29,1309.87,1316.025,1295.865,1308.66
2010-09-30,1308.69,1320.695,1306.35,1318.91
2010-10-02,1318.68,1318.68,1318.68,1318.68
2010-10-03,1318.38,1320.13,1312.45,1315.23
2010-10-04,1315.26,1341.84,1312.44,1340.79
2010-10-05,1340.91,1349.88,1339.05,1348.99
2010-10-06,1348.96,1364.985,1325.78,1333.59
2010-10-07,1333.56,1349.95,1324.905,1346.38
2010-10-09,1345.19,1346.29,1345.19,1346.29
2010-10-10,1348.5,1355.47,1340.385,1354.08
2010-10-11,1353.98,1355.55,1340.765,1350.44
2010-10-12,1350.39,1374.675,1349.35,1372.12
2010-10-13,1372.0,1387.285,1370.445,1381.09
2010-10-14,1381.06,1385.615,1362.335,1368.48
2010-10-16,1369.33,1369.33,1369.33,1369.33
2010-10-17,1369.53,1375.095,1352.815,1368.58
2010-10-18,1368.7,1371.165,1328.47,1332.01
2010-10-19,1331.9,1347.325,1330.685,1346.15
2010-10-20,1346.19,1349.395,1318.025,1325.65
2010-10-21,1325.68,1328.605,1315.335,1328.48
2010-10-24,1327.43,1349.315,1327.43,1339.88
2010-10-25,1339.73,1343.665,1328.15,1340.46
2010-10-26,1340.49,1343.645,1319.07,1325.36
2010-10-27,1325.33,1346.06,1323.095,1344.13
2010-10-28,1344.18,1359.55,1335.375,1359.39
2010-10-30,1358.23,1358.23,1358.23,1358.23
2010-10-31,1358.76,1366.1,1349.295,1353.86
2010-11-01,1353.98,1360.005,1350.515,1357.54
2010-11-02,1357.43,1364.795,1325.56,1348.61
2010-11-03,1348.65,1393.51,1347.055,1392.47
2010-11-04,1392.51,1398.335,1373.57,1393.72
2010-11-05,1393.65,1393.65,1393.65,1393.65
2010-11-06,1394.55,1394.55,1394.45,1394.45
2010-11-07,1394.4,1410.535,1386.895,1409.49
2010-11-08,1409.52,1424.52,1382.73,1392.95
2010-11-09,1393.22,1410.22,1383.88,1403.89
2010-11-10,1403.97,1417.855,1397.285,1408.42
2010-11-11,1408.33,1410.35,1359.715,1368.72
2010-11-13,1369.67,1369.67,1369.67,1369.67
2010-11-14,1369.57,1376.975,1355.835,1360.67
2010-11-15,1360.63,1364.785,1329.755,1339.7
2010-11-16,1339.55,1345.095,1331.045,1336.02
2010-11-17,1335.99,1359.42,1333.76,1353.38
2010-11-18,1353.38,1363.4,1341.71,1353.65
2010-11-20,1353.15,1354.0,1353.0,1354.0
2010-11-21,1354.0,1367.94,1348.56,1366.85
2010-11-22,1366.77,1382.685,1356.29,1376.58
2010-11-23,1376.51,1381.57,1369.43,1373.29
2010-11-24,1373.36,1375.36,1367.985,1374.78
2010-11-25,1374.75,1375.9,1351.05,1363.54
2010-11-26,1363.33,1363.33,1363.33,1363.33
2010-11-27,1363.26,1363.26,1363.26,1363.26
2010-11-28,1363.37,1369.345,1353.29,1366.3
2010-11-29,1366.08,1390.07,1362.935,1386.16
2010-11-30,1386.25,1397.1,1381.64,1387.82
2010-12-01,1387.76,1398.485,1382.95,1385.16
2010-12-02,1385.13,1415.85,1384.63,1414.09
2010-12-03,1414.05,1414.05,1414.05,1414.05
2010-12-04,1414.43,1414.43,1414.43,1414.43
2010-12-05,1414.93,1427.585,1409.08,1423.68
2010-12-06,1423.8,1431.375,1396.58,1401.8
2010-12-07,1401.76,1404.67,1371.08,1381.91
2010-12-08,1381.8,1394.675,1380.18,1386.98
2010-12-09,1387.08,1392.165,1372.225,1386.08
2010-12-11,1385.43,1385.93,1385.43,1385.93
2010-12-12,1383.97,1399.395,1380.33,1394.2
2010-12-13,1394.17,1408.265,1391.995,1396.14
2010-12-14,1396.18,1397.3,1378.32,1380.66
2010-12-15,1380.61,1386.56,1361.21,1369.98
2010-12-16,1370.13,1378.94,1364.78,1375.29
2010-12-17,1375.23,1375.23,1375.23,1375.23
2010-12-18,1374.86,1374.86,1374.78,1374.78
2010-12-19,1374.81,1388.315,1374.81,1385.27
2010-12-20,1385.22,1392.305,1380.965,1385.51
2010-12-21,1385.56,1391.08,1383.03,1385.38
2010-12-22,1385.43,1388.495,1372.285,1380.02
2010-12-23,1379.98,1385.71,1378.51,1383.65
2010-12-25,1383.65,1383.65,1383.15,1383.15
2010-12-26,1382.78,1386.42,1372.5,1383.64
2010-12-27,1383.69,1406.955,1382.61,1406.03
2010-12-28,1406.18,1414.28,1401.28,1411.77
2010-12-29,1411.82,1414.895,1403.145,1404.7
2010-12-30,1404.75,1421.5,1404.13,1421.46
2011-01-01,1421.08,1421.08,1421.08,1421.08
2011-01-02,1419.1,1424.055,1412.675,1414.68
2011-01-03,1414.6,1417.455,1375.01,1380.58
2011-01-04,1380.78,1384.99,1363.955,1378.15
2011-01-05,1378.21,1379.905,1364.6,1371.48
2011-01-06,1371.55,1379.07,1352.925,1369.55
2011-01-07,1369.5,1369.5,1369.5,1369.5
2011-01-08,1369.9,1369.9,1369.85,1369.9
2011-01-09,1369.85,1376.42,1365.485,1375.7
2011-01-10,1375.73,1386.735,1372.775,1381.52
2011-01-11,1381.48,1388.965,1376.725,1387.95
2011-01-12,1387.98,1393.25,1369.67,1373.38
2011-01-13,1373.33,1378.215,1355.205,1361.98
2011-01-16,1361.75,1365.88,1357.36,1361.42
2011-01-17,1361.42,1376.415,1360.79,1368.38
2011-01-18,1368.28,1379.405,1366.11,1369.99
2011-01-19,1369.69,1371.345,1343.49,1346.03
2011-01-20,1346.09,1350.415,1337.925,1342.73
2011-01-21,1342.73,1342.73,1342.73,1342.73
2011-01-22,1342.73,1342.73,1342.73,1342.73
2011-01-23,1342.68,1353.175,1332.73,1334.31
2011-01-24,1334.34,1338.625,1322.805,1332.43
2011-01-25,1332.48,1346.93,1325.195,1346.03
2011-01-26,1346.09,1348.165,1310.455,1313.57
2011-01-27,1313.5,1347.355,1308.41,1336.81
2011-01-28,1336.91,1336.95,1336.91,1336.95
2011-01-29,1336.95,1338.4,1336.95,1338.4
2011-01-30,1338.83,1346.275,1323.34,1332.64
2011-01-31,1332.71,1343.345,1325.525,1341.4
2011-02-01,1341.36,1344.28,1326.86,1335.22
2011-02-02,1335.17,1356.055,1325.0,1354.49
2011-02-03,1354.45,1358.955,1345.155,1348.77
2011-02-04,1348.77,1348.77,1348.77,1348.77
2011-02-05,1348.77,1349.11,1348.77,1349.11
2011-02-06,1349.06,1353.47,1343.77,1351.37
2011-02-07,1351.32,1368.165,1348.575,1363.89
2011-02-08,1363.92,1367.14,1358.05,1363.65
2011-02-09,1363.68,1366.33,1351.21,1363.71
2011-02-10,1363.74,1368.765,1354.08,1356.95
2011-02-11,1356.95,1356.95,1356.95,1356.95
2011-02-12,1356.95,1356.95,1356.35,1356.6
2011-02-13,1356.6,1366.965,1354.13,1361.86
2011-02-14,1361.82,1376.78,1360.89,1373.77
2011-02-15,1373.74,1382.17,1368.37,1374.37
2011-02-16,1374.42,1385.12,1374.375,1383.99
2011-02-17,1384.02,1392.15,1381.885,1390.11
2011-02-18,1390.16,1390.16,1390.16,1390.16
2011-02-19,1390.16,1390.16,1389.36,1389.36
2011-02-20,1389.36,1408.47,1389.36,1406.62
2011-02-21,1406.53,1411.045,1392.97,1399.1
2011-02-22,1399.17,1416.885,1395.735,1411.61
2011-02-23,1411.66,1418.325,1392.41,1402.67
2011-02-24,1402.74,1411.835,1399.97,1410.54
2011-02-26,1410.54,1410.54,1410.54,1410.54
2011-02-27,1410.54,1416.555,1404.905,1411.22
2011-02-28,1411.28,1435.135,1409.485,1433.56
2011-03-01,1433.45,1440.32,1427.89,1434.41
2011-03-02,1434.45,1436.365,1410.305,1415.76
2011-03-03,1416.11,1432.295,1413.49,1430.99
2011-03-04,1430.99,1430.99,1430.99,1430.99
2011-03-05,1430.99,1432.79,1430.99,1432.79
2011-03-06,1432.74,1444.92,1428.17,1432.01
2011-03-07,1432.03,1437.0,1423.44,1428.97
2011-03-08,1429.02,1436.485,1423.25,1430.78
2011-03-09,1430.83,1431.93,1403.08,1411.88
2011-03-10,1411.85,1424.35,1404.925,1417.81
2011-03-11,1417.81,1417.81,1417.81,1417.81
2011-03-12,1417.81,1419.75,1417.81,1419.5
2011-03-13,1420.57,1433.1,1418.435,1426.35
2011-03-14,1426.32,1429.01,1381.025,1395.67
2011-03-15,1395.7,1406.12,1392.475,1398.92
2011-03-16,1398.89,1405.31,1386.81,1403.93
2011-03-17,1403.89,1423.995,1402.275,1418.55
2011-03-18,1418.55,1418.55,1418.55,1418.55
2011-03-19,1418.55,1419.9,1418.55,1419.9
2011-03-20,1422.3,1434.965,1422.3,1427.56
2011-03-21,1427.48,1432.235,1419.565,1427.66
2011-03-22,1427.81,1441.105,1425.855,1437.075
2011-03-23,1437.105,1447.85,1423.85,1430.31
2011-03-24,1430.44,1438.05,1422.23,1430.01
2011-03-25,1430.01,1430.01,1430.01,1430.01
2011-03-26,1430.01,1430.01,1428.83,1428.83
2011-03-27,1428.38,1429.55,1410.295,1420.31
2011-03-28,1420.37,1423.44,1411.14,1418.53
2011-03-29,1418.56,1430.285,1412.035,1422.93
2011-03-30,1423.01,1439.61,1420.6,1432.49
2011-03-31,1432.49,1436.435,1412.855,1429.03
2011-04-01,1429.03,1429.03,1429.03,1429.03
2011-04-02,1429.03,1429.03,1428.98,1429.03
2011-04-03,1429.43,1438.863,1428.062,1433.977
2011-04-04,1433.955,1457.253,1430.125,1455.968
2011-04-05,1455.78,1462.41,1451.472,1459.675
2011-04-06,1459.643,1465.28,1452.804,1458.191
2011-04-07,1458.217,1475.215,1456.598,1474.837
2011-04-08,1474.795,1474.795,1474.795,1474.795
2011-04-09,1474.795,1475.17,1474.795,1475.17
2011-04-10,1475.37,1476.534,1459.442,1463.224
2011-04-11,1463.202,1467.432,1444.21,1452.897
2011-04-12,1452.947,1462.474,1451.279,1457.317
2011-04-13,1457.362,1474.923,1452.54,1474.275
2011-04-14,1474.243,1488.251,1471.555,1486.98
2011-04-15,1486.98,1486.98,1486.98,1486.98
2011-04-16,1486.98,1487.0,1486.23,1486.23
2011-04-17,1486.23,1497.937,1477.375,1495.307
2011-04-18,1495.263,1499.785,1487.744,1496.365
2011-04-19,1496.338,1506.035,1493.413,1502.341
2011-04-20,1502.377,1509.073,1500.53,1504.903
2011-04-21,1504.838,1512.798,1503.738,1506.6
2011-04-22,1506.6,1506.6,1506.6,1506.6
2011-04-23,1506.6,1506.6,1506.4,1506.4
2011-04-24,1508.4,1518.458,1502.132,1507.113
2011-04-25,1507.075,1508.257,1493.008,1506.245
2011-04-26,1506.267,1530.371,1503.15,1527.123
2011-04-27,1527.155,1538.557,1524.296,1536.32
2011-04-28,1536.355,1569.465,1532.06,1563.75
2011-04-29,1563.75,1563.75,1563.75,1563.75
2011-04-30,1563.75,1563.75,1563.75,1563.75
2011-05-01,1563.75,1576.557,1540.317,1545.388
2011-05-02,1545.275,1551.318,1527.14,1535.967
2011-05-03,1535.94,1543.303,1506.095,1516.265
2011-05-04,1516.213,1522.102,1462.71,1474.275
2011-05-05,1474.312,1498.491,1471.328,1495.55
2011-05-06,1495.55,1495.55,1495.55,1495.55
2011-05-07,1495.55,1495.55,1495.15,1495.15
2011-05-08,1496.65,1514.045,1490.123,1513.797
2011-05-09,1513.775,1519.774,1505.961,1516.352
2011-05-10,1516.375,1526.687,1495.785,1501.371
2011-05-11,1501.313,1508.137,1478.245,1505.97
2011-05-12,1506.0,1516.562,1482.88,1495.035
2011-05-13,1495.035,1495.035,1495.035,1495.035
2011-05-14,1495.035,1495.035,1494.15,1494.15
2011-05-15,1494.25,1504.566,1487.56,1489.318
2011-05-16,1489.288,1497.756,1471.924,1486.762
2011-05-17,1486.738,1500.009,1485.054,1497.171
2011-05-18,1497.192,1499.858,1486.415,1493.27
2011-05-19,1493.34,1515.961,1486.886,1511.85
2011-05-20,1511.85,1511.85,1511.85,1511.85
2011-05-21,1511.85,1512.95,1511.85,1512.9
2011-05-22,1512.9,1519.041,1504.045,1517.088
2011-05-23,1517.112,1527.953,1513.416,1526.613
2011-05-24,1526.652,1532.361,1521.304,1525.292
2011-05-25,1525.325,1531.019,1514.74,1519.209
2011-05-26,1519.188,1538.458,1518.538,1536.433
2011-05-27,1536.433,1536.433,1536.433,1536.433
2011-05-28,1536.433,1536.433,1536.433,1536.433
2011-05-29,1536.7,1539.144,1534.269,1538.735
2011-05-30,1538.713,1540.922,1532.318,1535.639
2011-05-31,1535.663,1550.468,1529.538,1539.862
2011-06-01,1539.84,1544.516,1519.659,1533.689
2011-06-02,1533.663,1546.908,1524.097,1542.075
2011-06-03,1542.075,1542.075,1542.075,1542.075
2011-06-04,1542.075,1542.6,1542.075,1542.575
2011-06-05,1542.575,1553.715,1540.982,1544.705
2011-06-06,1544.762,1550.315,1536.211,1544.182
2011-06-07,1544.125,1546.447,1530.983,1537.549
2011-06-08,1537.513,1549.738,1533.32,1544.073
2011-06-09,1544.037,1545.487,1526.063,1531.23
2011-06-10,1531.23,1531.23,1531.23,1531.23
2011-06-11,1531.23,1531.25,1531.23,1531.25
2011-06-12,1531.25,1532.837,1510.908,1515.862
2011-06-13,1515.838,1526.303,1512.225,1523.92
2011-06-14,1523.957,1534.66,1514.18,1530.965
2011-06-15,1530.925,1533.225,1521.742,1529.83
2011-06-16,1529.78,1542.214,1522.629,1539.45
2011-06-17,1539.45,1539.45,1539.45,1539.45
2011-06-18,1539.45,1539.45,1539.44,1539.44
2011-06-19,1539.44,1547.211,1533.014,1540.692
2011-06-20,1540.737,1548.158,1538.763,1546.348
2011-06-21,1546.313,1558.239,1541.346,1549.006
2011-06-22,1549.062,1549.474,1511.985,1521.193
2011-06-23,1521.325,1525.767,1498.514,1502.61
2011-06-24,1502.61,1502.61,1502.61,1502.61
2011-06-25,1502.61,1502.61,1502.1,1502.1
2011-06-26,1502.1,1505.456,1490.798,1497.883
2011-06-27,1497.942,1506.427,1495.831,1501.342
2011-06-28,1501.387,1513.225,1500.391,1512.33
2011-06-29,1512.362,1514.089,1498.801,1500.081
2011-06-30,1500.137,1502.742,1478.257,1487.75
2011-07-01,1487.75,1487.75,1487.75,1487.75
2011-07-02,1487.75,1487.75,1487.15,1487.15
2011-07-03,1487.15,1496.792,1486.295,1496.5
2011-07-04,1496.5,1516.756,1493.421,1515.916
2011-07-05,1515.842,1533.894,1510.269,1529.003
2011-07-06,1529.037,1534.6,1522.999,1532.372
2011-07-07,1532.338,1545.575,1524.841,1544.2
2011-07-08,1544.2,1544.2,1544.2,1544.2
