customerID,gender,SeniorCitizen,Partner,Dependents
5356-KZCKT,Male,0,No,No
9470-XCCEM,Male,0,Yes,Yes
6519-CFDBX,Female,0,No,No
3902-MIVLE,Male,0,Yes,Yes
0409-WTMPL,Female,0,Yes,No
8763-KIAFH,Female,0,Yes,Yes
3669-WHAFY,Female,0,Yes,No
3055-VTCGS,Female,0,No,No
3144-KMTWZ,Male,0,Yes,No
7279-BUYWN,Female,1,No,No
7156-MHUGY,Male,1,No,No
7198-GLXTC,Male,0,No,No
2007-QVGAW,Female,0,Yes,Yes
5207-PLSTK,Male,0,Yes,Yes
2307-FYNNL,Male,1,No,No
5605-XNWEN,Male,1,Yes,No
2155-AMQRX,Female,0,No,No
6181-AXXYF,Male,0,Yes,Yes
5091-HFAZW,Female,0,No,No
0516-VRYBW,Female,0,No,Yes
2519-LBNQL,Male,1,Yes,No
8623-ULFNQ,Female,1,No,No
8380-PEFPE,Male,0,No,Yes
5687-DKDTV,Female,0,No,No
1568-LJSZU,Male,0,Yes,Yes
7530-HDYDS,Female,0,No,No
7789-HKSBS,Female,1,Yes,No
7416-CKTEP,Female,0,Yes,No
2586-CWXVV,Male,0,Yes,No
3096-IZETN,Female,0,No,No
2348-KCJLT,Female,0,Yes,No
8401-EMUWF,Male,0,Yes,Yes
4193-IBKSW,Male,0,Yes,Yes
5377-NDTOU,Female,0,Yes,Yes
5922-ABDVO,Female,0,Yes,No
2474-LCNUE,Female,0,Yes,No
0839-QNXME,Female,0,No,No
3506-OVLKD,Male,0,No,No
9172-ANCRX,Female,0,No,No
6650-VJONK,Male,0,No,No
2178-PMGCJ,Male,0,No,No
7492-TAFJD,Male,0,Yes,Yes
2773-MADBQ,Female,0,No,No
6016-LVTJQ,Female,0,Yes,Yes
7860-KSUGX,Male,0,Yes,Yes
8966-KZXXA,Male,0,Yes,Yes
6910-HADCM,Female,0,No,No
4816-LXZYW,Female,0,No,No
9606-PBKBQ,Male,1,Yes,No
5149-QYTTU,Female,0,Yes,Yes
2070-XYMFH,Female,1,No,No
2085-BOJKI,Male,0,Yes,No
0817-HSUSE,Male,0,No,No
5442-PPTJY,Male,0,Yes,Yes
1927-QEWMY,Female,0,Yes,No
1663-MHLHE,Male,0,No,No
5663-QBGIS,Male,1,Yes,No
4450-MDZFX,Male,0,Yes,Yes
6701-DHKWQ,Female,0,Yes,Yes
7554-AKDQF,Female,0,Yes,No
3536-IQCTX,Male,1,Yes,No
4911-BANWH,Female,0,No,Yes
8496-EJAUI,Male,0,No,No
0794-YVSGE,Male,0,Yes,Yes
5423-BHIXO,Female,0,No,No
6908-VVYHM,Male,0,Yes,No
2959-EEXWB,Female,0,Yes,Yes
1839-UMACK,Male,0,No,No
3030-YDNRM,Male,0,No,No
7321-KKSDU,Male,0,No,Yes
3402-XRIUO,Female,1,Yes,No
3132-TVFDZ,Male,1,Yes,No
8286-AFUYI,Male,0,No,No
8080-DDEMJ,Male,1,No,No
8356-WUAOJ,Female,0,Yes,No
6365-MTGZX,Male,0,No,No
1349-WXNGG,Male,0,No,No
8058-DMYRU,Male,1,No,No
9350-ZXYJC,Female,0,No,No
6990-YNRIO,Male,0,Yes,Yes
8958-JPTRR,Female,0,Yes,No
6959-GQEGV,Male,0,No,No
3173-WSSUE,Female,0,Yes,Yes
1265-HVPZB,Male,0,Yes,No
4115-UMJFQ,Male,0,No,No
7369-TRPFD,Male,0,No,No
1098-KFQEC,Female,0,Yes,Yes
7190-XHTWJ,Female,0,No,No
0621-TWIEM,Male,0,No,No
3537-RYBHH,Female,1,Yes,No
2485-ITVKB,Female,0,Yes,No
3669-OYSJI,Male,0,No,No
1612-EOHDH,Female,0,No,No
6702-OHFWR,Male,1,No,No
5296-BFCYD,Male,0,Yes,Yes
4510-PYUSH,Female,1,No,No
9359-JANWS,Female,0,Yes,No
7517-SAWMO,Female,0,Yes,No
4143-HHPMK,Male,0,No,No
3279-DYZQM,Male,0,Yes,Yes
7054-LGEQW,Female,0,No,No
0523-VNGTF,Female,1,No,No
9575-IWCAZ,Male,0,Yes,No
7105-MXJLL,Female,1,Yes,No
7064-FRRSW,Male,1,No,No
7940-UQQUG,Female,0,Yes,Yes
0923-PNFUB,Female,0,No,No
3961-SXAXY,Male,0,No,No
7010-BRBUU,Male,0,Yes,Yes
3566-HJGPK,Male,0,No,No
3062-ICYZQ,Female,0,Yes,Yes
9938-PRCVK,Female,0,Yes,Yes
0973-KYVNF,Female,0,Yes,Yes
5129-HHMZC,Female,0,Yes,No
9637-CDTKZ,Male,0,Yes,No
3946-JEWRQ,Male,0,Yes,No
7873-CVMAW,Male,0,No,No
0463-WZZKO,Male,0,No,No
3494-JCHRQ,Male,0,No,No
6474-FVJLC,Male,0,No,No
4524-QCSSM,Male,0,No,No
5832-EXGTT,Male,0,Yes,Yes
8840-DQLGN,Female,1,Yes,No
2039-JONDJ,Male,0,No,No
7217-JYHOQ,Male,0,Yes,Yes
6695-FRVEC,Male,0,Yes,Yes
4547-LYTDD,Female,0,No,No
9894-QMIMJ,Female,0,No,No
8069-YQQAJ,Male,0,No,No
6770-XUAGN,Female,0,Yes,Yes
4193-ORFCL,Female,1,No,No
1636-NTNCO,Male,1,No,No
3466-WAESX,Male,0,No,Yes
9281-PKKZE,Female,0,Yes,No
3638-VBZTA,Male,0,No,Yes
7459-IMVYU,Male,0,No,No
7776-QWNFX,Male,1,Yes,No
6689-TCZHQ,Female,1,No,No
8563-OYMQY,Male,0,No,No
0754-EEBDC,Male,0,Yes,Yes
5777-ZPQNC,Female,0,No,No
1951-IEYXM,Male,0,Yes,Yes
3318-NMQXL,Male,0,No,No
3143-ILDAL,Male,0,No,No
1022-RKXDR,Female,0,No,No
2361-FJWNO,Male,0,No,No
2272-UOINI,Female,0,No,No
8232-UTFOZ,Male,0,No,No
3750-YHRYO,Male,0,Yes,Yes
6637-KYRCV,Female,0,Yes,Yes
5668-MEISB,Female,0,Yes,Yes
0129-QMPDR,Male,0,Yes,Yes
7188-CBBBA,Female,0,No,No
5356-CSVSQ,Female,0,No,No
3221-CJMSG,Male,0,No,No
4720-VSTSI,Female,0,No,No
3219-JQRSL,Female,1,Yes,No
2801-NISEI,Male,0,No,No
3946-MHCZW,Male,0,No,No
4623-ZKHLY,Male,0,Yes,No
6732-VAILE,Male,0,Yes,Yes
8201-AAXCB,Male,0,Yes,Yes
7696-CFTAT,Male,0,Yes,Yes
1845-CSBRZ,Female,1,Yes,Yes
2123-VSCOT,Female,0,Yes,Yes
6651-AZVTJ,Male,0,Yes,Yes
4566-GOLUK,Male,0,Yes,Yes
2484-DGXPZ,Female,0,Yes,Yes
2018-QKYGT,Male,0,Yes,Yes
2792-VPPET,Male,0,No,No
7409-JURKQ,Female,0,Yes,No
3247-MHJKM,Male,0,No,No
1964-SVLEA,Male,0,No,No
4587-NUKOX,Female,0,No,No
7297-DVYGA,Female,0,No,No
2239-CGBUZ,Female,0,Yes,No
0854-UYHZD,Female,0,Yes,Yes
7243-LCGGZ,Female,0,No,No
8267-KFGYD,Male,0,No,Yes
4890-VMUAV,Male,0,No,No
9261-WDCAF,Male,0,No,No
3764-MNMOI,Male,0,No,No
7442-YGZFK,Male,0,No,No
0420-BWTPW,Male,0,No,Yes
8229-BUJHX,Female,0,Yes,Yes
7449-HVPIV,Male,0,Yes,Yes
5504-WSIUR,Female,0,No,No
8183-ONMXC,Female,0,No,No
8466-PZBLH,Male,0,Yes,Yes
9614-RMGHA,Male,0,Yes,No
8735-IJJEG,Male,0,Yes,No
0564-MUUQK,Female,0,Yes,Yes
5054-IEXZT,Male,0,No,Yes
5834-ASPWA,Male,0,No,No
0701-RFGFI,Female,0,Yes,Yes
0019-EFAEP,Female,0,No,No
5619-PTMIK,Female,0,Yes,No
3737-XBQDD,Male,0,No,No
5882-CMAZQ,Female,0,Yes,Yes
5846-QFDFI,Female,0,Yes,Yes
4445-KWOKW,Female,0,No,No
3511-APPBJ,Male,0,No,No
7967-HYCDE,Male,0,No,No
2430-RRYUW,Male,0,No,No
3948-XHGNA,Male,0,No,No
3723-BFBGR,Male,1,No,No
0565-IYCGT,Male,0,No,No
5447-WZAFP,Female,0,No,No
5110-CHOPY,Female,0,No,No
5445-UTODQ,Female,0,Yes,No
4425-OWHWB,Female,0,No,No
7892-QVYKW,Female,0,Yes,Yes
9675-ICXCT,Male,0,Yes,Yes
1024-VRZHF,Male,0,Yes,No
4703-MQYKT,Male,0,No,No
9497-QCMMS,Male,1,No,No
5692-ICXLW,Male,1,No,No
0602-DDUML,Female,0,No,No
2208-MPXIO,Female,0,Yes,Yes
1960-UYCNN,Male,0,No,No
0348-SDKOL,Female,0,Yes,No
3190-FZATL,Male,0,No,Yes
7336-RLLRH,Male,0,Yes,No
4373-MAVJG,Female,0,Yes,Yes
8901-HJXTF,Female,0,Yes,Yes
7710-JSYOA,Female,0,Yes,Yes
5419-KLXBN,Female,0,Yes,Yes
3424-NMNBO,Male,1,Yes,No
9885-MFVSU,Female,0,Yes,Yes
4514-GFCFI,Female,1,No,No
0607-MVMGC,Male,0,Yes,Yes
3365-SAIGS,Female,0,No,No
9828-AOQLM,Female,0,Yes,Yes
8022-BECSI,Male,0,No,No
8000-REIQB,Female,1,No,No
9993-LHIEB,Male,0,Yes,Yes
0266-CLZKZ,Female,0,Yes,Yes
7615-ESMYF,Female,0,Yes,No
3858-VOBET,Male,0,No,No
7020-OZKXZ,Female,1,No,No
3977-QCRSL,Female,0,No,No
0017-DINOC,Male,0,No,No
1447-PJGGA,Female,0,No,No
8565-CLBZW,Male,0,No,No
9139-WQQDY,Female,0,Yes,Yes
0224-HJAPT,Male,0,No,No
8086-OVPWV,Male,0,No,No
9430-FRQOC,Female,0,No,Yes
7639-OPLNG,Male,0,Yes,Yes
3074-GQWYX,Male,0,No,No
1492-QGCLU,Male,0,Yes,Yes
6845-RGTYS,Female,0,Yes,No
7328-OWMOM,Female,0,No,Yes
4418-LZMSV,Male,0,Yes,Yes
5155-AZQPB,Female,0,Yes,Yes
8861-HGGKB,Female,0,No,No
1087-GRUYI,Male,0,Yes,No
7065-YUNRY,Female,0,No,No
7694-VLBWQ,Male,0,Yes,No
2546-KZAAT,Male,0,Yes,No
0181-RITDD,Male,0,Yes,Yes
5989-PGKJB,Female,0,No,No
4795-KTRTH,Female,1,Yes,No
8272-ONJLV,Male,0,No,No
1488-PBLJN,Female,0,Yes,Yes
0308-GIQJT,Male,1,No,No
3778-FOAQW,Female,0,Yes,No
4452-ROHMO,Female,0,No,No
6481-OGDOO,Male,0,Yes,No
3090-LETTY,Male,0,No,Yes
5349-AZPEW,Female,0,Yes,Yes
3753-TSEMP,Female,0,Yes,No
8305-VHZBZ,Male,0,No,No
9720-JJJOR,Male,0,Yes,Yes
8100-HZZLJ,Female,0,No,Yes
8775-ERLNB,Male,1,Yes,No
8309-IEYJD,Female,1,No,No
9172-JITSM,Female,0,Yes,Yes
6298-QDFNH,Male,0,No,No
7398-HPYZQ,Male,0,Yes,No
3546-GHEAE,Male,0,No,No
7361-YPXFS,Female,1,No,No
6557-BZXLQ,Male,1,No,No
2550-QHZGP,Male,0,No,No
7519-JTWQH,Female,0,No,No
2538-OIMXF,Female,0,No,Yes
8543-MSDMF,Male,0,No,No
9961-JBNMK,Male,1,No,No
1170-SASML,Female,0,Yes,No
4872-JCVCA,Female,0,Yes,No
5346-BZCHP,Female,0,Yes,Yes
2038-LLMLM,Female,0,No,No
6173-ITPWD,Male,0,Yes,No
9734-UYXQI,Female,0,No,No
1216-BGTSP,Male,0,No,No
4138-NAXED,Male,0,No,No
2189-UXTKY,Female,0,Yes,No
0744-BIKKF,Male,0,No,No
7483-IQWIB,Male,0,Yes,Yes
5248-KWLAR,Male,0,Yes,Yes
4958-GZWIY,Male,0,Yes,Yes
7996-MHXLW,Female,0,No,No
7833-PKIHD,Male,0,Yes,Yes
7061-OVMIM,Female,0,Yes,Yes
5153-RTHKF,Female,0,No,No
1852-QSWCD,Male,0,Yes,Yes
4832-VRBMR,Male,1,Yes,No
9079-LWTFD,Male,0,No,No
6356-ELRKD,Female,0,No,No
8624-GIOUT,Female,0,No,No
3392-EHMNK,Female,0,Yes,Yes
5986-WWXDV,Male,0,No,Yes
3061-BCKYI,Male,0,No,No
6179-GJPSO,Female,1,No,No
7901-TBKJX,Male,1,No,No
7228-PAQPD,Female,0,No,No
3177-LASXD,Female,0,No,No
7746-QYVCO,Male,0,Yes,Yes
5804-HYIEZ,Male,0,Yes,Yes
9919-FZDED,Male,1,Yes,No
5934-TSSAU,Female,0,Yes,Yes
3486-KHMLI,Male,0,No,Yes
4897-QSUYC,Female,0,No,No
1084-UQCHV,Male,0,No,Yes
8290-YWKHZ,Female,1,Yes,No
2955-BJZHG,Male,0,Yes,Yes
3806-DXQOM,Female,0,No,No
6784-XYJAE,Female,0,No,No
3933-DQPWX,Female,0,No,No
6661-EIPZC,Female,0,Yes,Yes
8957-THMOA,Female,0,No,Yes
2251-PYLPB,Male,0,Yes,No
5555-RNPGT,Male,0,No,Yes
1057-FOGLZ,Female,0,No,No
9300-RENDD,Male,0,No,No
0761-AETCS,Female,0,No,No
8087-LGYHQ,Male,0,No,No
4137-BTIKL,Male,0,No,No
2190-BCXEC,Female,0,Yes,No
6227-FBDXH,Male,0,Yes,No
2153-MREFK,Female,0,Yes,No
2911-WDXMV,Male,0,No,Yes
7206-PQBBZ,Male,1,Yes,No
3106-ULWFW,Female,0,Yes,No
0925-VYDLG,Female,0,No,No
4547-FZJWE,Male,0,Yes,Yes
7422-WNBTY,Male,0,Yes,No
0842-IWYCP,Female,0,No,No
3521-HTQTV,Male,0,No,No
3744-ZBHON,Female,0,No,No
3373-DIUUN,Male,0,Yes,Yes
8383-SGHJU,Female,0,No,No
7607-QKKTJ,Male,0,Yes,Yes
7707-PYBBH,Male,0,No,No
8984-HPEMB,Female,0,No,No
4349-GFQHK,Male,0,No,No
4139-DETXS,Female,0,Yes,Yes
9779-DPNEJ,Female,0,Yes,Yes
9805-FILKB,Male,0,Yes,Yes
5793-YOLJN,Female,0,Yes,Yes
0673-IGUQO,Male,0,No,No
4123-FCVCB,Female,0,No,No
8819-IMISP,Male,0,No,No
7802-EFKNY,Male,0,Yes,No
8311-UEUAB,Female,0,Yes,Yes
5858-EAFCZ,Male,0,No,No
8035-BUYVG,Male,0,Yes,No
1163-ONYEY,Male,0,Yes,Yes
9787-XVQIU,Male,0,No,No
8945-MUQUF,Male,0,No,No
5656-MJEFC,Male,0,Yes,Yes
6082-OQFBA,Male,0,Yes,Yes
8051-HJRLT,Female,1,No,No
8974-OVACP,Female,0,No,No
4010-YLMVT,Female,0,No,No
1379-FRVEB,Male,0,No,Yes
8612-GXIDD,Male,0,Yes,Yes
6288-CHQJB,Female,0,Yes,Yes
8160-HOWOX,Female,0,No,No
3023-GFLBR,Female,0,Yes,Yes
6648-INWPS,Male,0,Yes,Yes
4223-BKEOR,Female,0,No,Yes
4079-VTGLK,Male,1,Yes,No
1763-WQFUK,Male,0,No,No
1391-UBDAR,Male,0,No,No
8894-JVDCV,Female,0,No,No
2023-VQFDL,Male,0,No,No
1345-GKDZZ,Male,0,No,Yes
2014-MKGMH,Female,0,No,No
5628-FCGYG,Male,0,No,No
2560-WBWXF,Male,0,No,No
0248-IPDFW,Female,0,No,No
7978-DKUQH,Female,0,Yes,No
4335-UPJSI,Female,0,No,Yes
0524-IAVZO,Female,0,Yes,No
2737-YNGYW,Female,0,No,No
1784-EZDKJ,Male,0,Yes,No
9297-FVVDH,Female,0,Yes,Yes
8007-YYPWD,Female,0,No,No
7101-HRBLJ,Female,0,Yes,Yes
5159-YFPKQ,Female,0,No,No
6635-CPNUN,Male,0,Yes,No
4021-RQSNY,Male,1,Yes,No
5453-YBTWV,Male,0,Yes,Yes
5039-LZRQT,Female,0,No,No
2931-VUVJN,Female,1,Yes,No
9061-TIHDA,Male,1,Yes,No
8699-ASUFO,Male,1,Yes,No
6418-PIQSP,Female,0,Yes,No
8220-OCUFY,Female,0,No,No
3995-WFCSM,Female,0,No,No
1895-QTKDO,Female,0,No,No
2038-OEQZH,Male,0,No,No
1178-PZGAB,Female,0,No,No
7927-AUXBZ,Female,0,No,No
2626-VEEWG,Male,0,Yes,Yes
2878-RMWXY,Male,1,Yes,No
1657-DYMBM,Male,0,Yes,No
7311-MQJCH,Female,0,No,No
7375-WMVMT,Male,1,Yes,No
1136-XGEQU,Female,0,Yes,Yes
2530-FMFXO,Male,0,Yes,Yes
6844-DZKRF,Male,0,No,No
4695-WJZUE,Female,1,No,No
7619-ODSGN,Male,0,Yes,Yes
5970-GHJAW,Male,0,Yes,Yes
8879-XUAHX,Male,0,Yes,No
3689-MOZGR,Female,0,No,No
4195-PNGZS,Male,0,Yes,Yes
5003-XZWWO,Male,0,Yes,No
3988-RQIXO,Female,1,No,No
7622-FWGEW,Male,1,Yes,No
6922-NCEDI,Male,0,No,Yes
2514-GINMM,Male,0,No,No
9891-NQDBD,Female,0,Yes,No
6131-IUNXN,Female,0,Yes,Yes
8548-AWOFC,Male,0,Yes,No
9798-DRYDS,Female,0,Yes,Yes
8532-UEFWH,Male,0,Yes,Yes
6296-DDOOR,Female,0,No,No
7951-VRDVK,Female,0,No,No
5931-FLJJF,Male,1,Yes,No
4815-YOSUK,Male,0,Yes,Yes
2659-VXMWZ,Male,0,Yes,Yes
0380-NEAVX,Male,1,No,No
3207-OYBWH,Male,1,Yes,No
4285-GYRQC,Female,0,Yes,No
7216-EWTRS,Female,1,Yes,No
4365-MSDYN,Male,0,Yes,No
7036-TYDEC,Female,0,No,No
5802-ADBRC,Female,0,Yes,No
8076-FEZKJ,Male,0,No,No
5197-YPYBZ,Female,0,Yes,Yes
8337-MSSXB,Female,0,No,No
4312-GVYNH,Female,0,Yes,No
8495-LJDFO,Female,1,No,No
0839-JTCUD,Female,0,Yes,Yes
5494-WOZRZ,Female,0,Yes,Yes
1302-UHBDD,Male,1,No,No
2234-EOFPT,Male,0,Yes,No
8619-IJNDK,Female,0,Yes,Yes
8378-LKJAF,Male,0,Yes,Yes
8182-BJDSI,Female,0,No,No
2528-HFYZX,Male,1,Yes,No
1153-GNOLC,Male,0,No,No
3298-QEICA,Female,0,Yes,Yes
0788-DXBFY,Male,0,Yes,Yes
3597-YASZG,Female,1,Yes,No
3496-LFSZU,Male,0,Yes,No
5242-UOWHD,Male,0,Yes,Yes
2482-CZGBB,Male,0,No,No
6479-SZPLM,Male,0,Yes,Yes
8097-VBQTZ,Male,0,No,No
4500-HKANN,Male,0,Yes,Yes
9917-KWRBE,Female,0,Yes,Yes
3420-ZDBMA,Male,1,No,No
2212-LYASK,Male,0,Yes,Yes
1393-IMKZG,Female,0,No,No
8069-RHUXK,Female,0,Yes,Yes
3398-GCPMU,Female,1,Yes,Yes
2908-WGAXL,Female,0,Yes,Yes
3378-AJRAO,Male,0,Yes,Yes
1013-QCWAM,Female,1,Yes,No
0866-QLSIR,Female,0,No,No
6050-FFXES,Female,0,Yes,No
7181-BQYBV,Female,0,Yes,Yes
0362-RAOQO,Female,0,No,No
9554-DFKIC,Male,0,Yes,Yes
5527-ACHSO,Female,0,No,No
0829-DDVLK,Female,0,No,No
1399-UBQIU,Male,0,No,No
1813-JLKWR,Female,0,Yes,Yes
0336-PIKEI,Male,1,Yes,No
7322-OCWHC,Male,1,Yes,No
9537-VHDTA,Female,0,No,Yes
4957-TIALW,Female,0,No,Yes
2054-PJOCK,Female,0,No,No
9150-HEPMB,Male,0,No,No
9030-QGZNL,Female,0,No,No
6204-IEUXJ,Female,0,No,No
3126-WQMGH,Female,0,Yes,No
4529-CKBCL,Female,0,No,No
2506-CLAKW,Female,0,No,No
7176-WRTNX,Male,0,No,No
1583-IHQZE,Male,0,No,No
5732-IKGQH,Male,1,Yes,No
9239-GZHZE,Female,0,Yes,No
7205-BAIAD,Female,0,No,No
0151-ONTOV,Female,0,No,No
4140-MUHUG,Female,1,No,No
0093-EXYQL,Female,1,No,No
8064-RAVOH,Male,0,No,Yes
0219-QAERP,Male,0,Yes,No
0320-JDNQG,Male,0,Yes,Yes
7180-PISOG,Male,0,Yes,Yes
9168-INPSZ,Female,1,Yes,No
3571-RFHAR,Male,0,No,No
0015-UOCOJ,Female,1,No,No
5334-AFQJB,Male,1,No,No
2754-SDJRD,Female,1,No,No
9578-VRMNM,Female,0,No,No
1587-FKLZB,Male,1,Yes,Yes
6140-QNRQQ,Male,0,No,No
8963-JLGJT,Male,0,No,Yes
4307-KTUMW,Male,0,Yes,No
1465-LNTLJ,Male,1,Yes,No
5440-FLBQG,Male,1,Yes,No
2135-DQWAQ,Female,0,No,No
4056-QHXHZ,Female,0,Yes,Yes
7470-MCQTK,Female,0,Yes,No
7488-MXJIV,Female,0,No,No
7401-JIXNM,Female,0,Yes,Yes
9339-FIIJL,Male,0,Yes,No
2027-FECZV,Male,0,No,No
2672-DZUOY,Male,0,No,No
4706-DGAHW,Male,1,No,No
3870-MQAMG,Female,0,Yes,No
6670-MFRPK,Male,0,Yes,Yes
6177-PEVRA,Female,0,No,No
4800-CZMPC,Female,0,Yes,Yes
4813-HQMGZ,Female,0,Yes,No
7579-KKLOE,Male,0,Yes,Yes
7377-DMMRI,Male,0,No,No
8402-EIVQS,Male,0,Yes,No
4947-DSMXK,Male,0,Yes,Yes
7245-NIIWQ,Female,0,No,No
0002-ORFBO,Female,0,Yes,Yes
3324-OIRTO,Male,0,Yes,Yes
5414-OFQCB,Male,0,No,No
4967-WPNCF,Male,0,No,No
8552-OBVRU,Female,1,Yes,Yes
8499-BRXTD,Male,0,No,No
9154-QDGTH,Male,0,Yes,Yes
8197-BFWVU,Female,0,Yes,Yes
2577-GVSIL,Male,0,Yes,Yes
9367-OIUXP,Male,0,No,No
6770-UAYGJ,Female,0,Yes,Yes
6463-HHXJR,Female,0,Yes,Yes
7928-VJYAB,Male,0,Yes,Yes
1187-WILMM,Male,0,Yes,Yes
9776-OJUZI,Female,1,No,No
1306-RPWXZ,Female,0,No,Yes
8949-JTMAY,Female,0,No,No
2774-LVQUS,Female,1,Yes,No
3097-PYWXL,Female,0,Yes,Yes
2266-SJNAT,Female,0,Yes,No
0869-PAPRP,Female,1,Yes,No
4238-JSSWH,Female,1,Yes,No
2972-YDYUW,Female,0,No,No
1104-FEJAM,Male,0,Yes,Yes
2809-ILCYT,Female,0,Yes,No
5499-ECUTN,Female,0,Yes,No
4981-FLTMF,Female,0,Yes,Yes
9121-PHQSR,Male,1,Yes,No
3113-IWHLC,Male,0,No,No
3211-ILJTT,Male,0,Yes,No
4612-THJBS,Female,1,No,No
4277-BWBML,Male,0,Yes,Yes
4094-NSEDU,Female,1,No,No
0234-TEVTT,Female,0,Yes,Yes
4304-TSPVK,Female,0,Yes,No
1552-AAGRX,Female,0,No,No
2637-FKFSY,Female,0,Yes,No
9796-MVYXX,Female,1,No,No
7874-ECPQJ,Female,0,No,Yes
0020-INWCK,Female,0,Yes,Yes
7089-RKVSZ,Male,0,Yes,Yes
2683-JXWQQ,Male,0,Yes,Yes
9548-ZMVTX,Male,0,Yes,Yes
8739-XNIKG,Female,0,No,No
9755-JHNMN,Female,0,No,No
3981-QSVQI,Male,0,No,No
2789-HQBOU,Male,0,No,No
9424-CMPOG,Male,0,Yes,Yes
5067-WJEUN,Male,0,Yes,Yes
3450-WXOAT,Male,0,No,No
9251-WNSOD,Female,0,Yes,No
6974-DAFLI,Female,0,Yes,No
2616-UUTFK,Male,0,Yes,No
7064-JHXCE,Male,0,Yes,Yes
5103-MHMHY,Female,0,No,Yes
7989-AWGEH,Male,0,Yes,Yes
4373-VVHQL,Male,0,No,No
4559-UWIHT,Male,0,Yes,No
7268-IGMFD,Male,1,No,No
1846-XWOQN,Female,1,No,No
0235-KGSLC,Female,0,No,No
6650-BWFRT,Female,0,Yes,No
9570-KYEUA,Male,0,No,No
6993-YGFJV,Male,0,Yes,No
2712-SYWAY,Female,0,No,No
0730-BGQGF,Male,0,Yes,Yes
5498-IBWPI,Female,0,Yes,Yes
9101-NTIXF,Male,0,No,No
0013-SMEOE,Female,1,Yes,No
9314-QDMDW,Male,0,No,No
9308-ANMVE,Male,0,No,Yes
2884-GBPFB,Female,0,Yes,No
3757-NJYBX,Male,1,Yes,No
3413-DHLPB,Male,0,Yes,Yes
7649-PHJVR,Male,0,No,No
6114-TCFID,Female,0,No,No
3787-TRIAL,Male,0,Yes,Yes
2573-GYRUU,Male,1,Yes,No
5156-UMKOW,Female,0,No,Yes
1247-QBVSH,Female,0,Yes,Yes
6734-GMPVK,Male,0,No,No
9822-OAOVB,Female,0,No,No
6161-ERDGD,Male,0,Yes,Yes
1226-JZNKR,Female,0,Yes,Yes
7318-EIVKO,Male,0,No,No
3771-PZOBW,Male,0,No,No
5136-KCKGI,Female,0,Yes,Yes
8231-BSWXX,Male,0,No,No
6486-LHTMA,Female,1,Yes,No
4083-BFNYK,Female,1,Yes,No
3722-WPXTK,Male,0,No,No
7389-KBFIT,Female,0,Yes,Yes
7176-WIONM,Female,0,Yes,No
5141-ZUVBH,Female,0,No,Yes
1089-HDMKP,Male,1,No,Yes
7623-HKYRK,Male,0,No,Yes
0310-SUCIN,Female,0,Yes,No
5197-PYEPU,Female,0,Yes,Yes
2929-ERCFZ,Female,0,Yes,Yes
7548-SEPYI,Female,0,No,No
8835-VSDSE,Female,0,Yes,No
6619-RPLQZ,Female,0,Yes,Yes
3275-RHRNE,Male,0,Yes,Yes
3503-TYDAY,Female,0,Yes,No
6901-GOGZG,Male,0,No,Yes
1623-NLDOT,Female,0,Yes,No
7021-XSNYE,Male,0,Yes,Yes
9621-OUPYD,Female,0,Yes,No
9898-KZQDZ,Female,1,Yes,Yes
8982-NHAVY,Male,0,No,No
4307-KWMXE,Male,0,No,No
0141-YEAYS,Female,1,No,No
2450-ZKEED,Female,0,No,No
3694-DELSO,Male,0,Yes,Yes
3893-JRNFS,Male,0,No,No
9603-OAIHC,Male,1,No,No
1133-KXCGE,Female,0,No,No
5236-PERKL,Female,0,No,No
0142-GVYSN,Male,0,No,No
1049-FYSYG,Female,0,Yes,No
7854-FOKSF,Male,0,No,No
2519-FAKOD,Male,0,No,Yes
8406-LNMHF,Male,1,Yes,No
1821-BUCWY,Male,0,No,No
8263-JQAIK,Male,1,No,No
0023-UYUPN,Female,1,Yes,No
8314-DPQHL,Male,0,No,No
1465-WCZVT,Female,0,Yes,Yes
9481-SFCQY,Female,0,No,Yes
6360-SVNWV,Female,1,No,No
0567-GGCAC,Female,0,No,No
7089-IVVAZ,Female,0,No,No
8884-MRNSU,Male,0,Yes,Yes
2171-UDMFD,Male,0,Yes,Yes
9050-IKDZA,Female,1,No,No
2205-YMZZJ,Male,1,No,No
9802-CAQUT,Female,0,Yes,Yes
1254-IZEYF,Female,1,No,No
0187-WZNAB,Female,0,Yes,Yes
9492-TOKRI,Female,0,No,No
1475-VWVDO,Male,0,No,No
9221-OTIVJ,Female,1,No,No
1357-MVDOZ,Male,0,Yes,Yes
7602-MVRMB,Female,0,Yes,Yes
3325-FUYCG,Male,0,Yes,Yes
5908-QMGOE,Male,1,No,No
1197-BVMVG,Female,1,No,No
5406-KGRMX,Female,0,No,No
8481-YYXWG,Female,0,No,No
5968-HYJRZ,Male,0,Yes,Yes
5198-EFNBM,Male,1,Yes,No
7516-GMHUV,Male,1,Yes,No
7140-ADSMJ,Male,0,No,No
2230-XTUWL,Female,0,Yes,Yes
7706-YLMQA,Female,0,No,No
2585-KTFRE,Male,0,No,Yes
7994-UYIVZ,Male,0,Yes,No
2609-IAICY,Female,0,No,No
1740-CSDJP,Male,0,No,No
7717-BICXI,Male,0,Yes,Yes
6559-RAKOZ,Male,0,Yes,Yes
2636-OHFMN,Male,0,Yes,No
