customerID,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
0080-OROZO,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
3916-NRPAP,No,Fiber optic,No,No,Yes,No,No,Yes
6807-SIWJI,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
8221-HVAYI,Yes,DSL,Yes,Yes,Yes,Yes,No,No
1579-KLYDT,Yes,Fiber optic,No,No,Yes,No,Yes,No
5232-NXPAY,No,DSL,No,No,Yes,Yes,Yes,Yes
8967-SZQAS,No,DSL,No,Yes,No,No,No,No
4468-KAZHE,No,DSL,No,Yes,No,No,No,Yes
0455-ENTCR,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
8944-AILEF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5542-NKVRU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7126-RBHSD,Yes,Fiber optic,Yes,No,No,No,No,No
5370-IIVVL,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
6789-HJBWG,No,DSL,No,Yes,No,No,No,No
3927-NLNRY,No,Fiber optic,No,Yes,No,No,Yes,Yes
9087-EYCPR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6791-YBNAK,No phone service,DSL,No,No,No,No,No,No
6358-LYNGM,Yes,Fiber optic,No,No,No,No,No,No
6077-BDPXA,No,Fiber optic,No,No,No,No,No,No
0013-MHZWF,No,DSL,No,No,No,Yes,Yes,Yes
5494-HECPR,No,Fiber optic,No,No,No,No,Yes,No
8268-YDIXR,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
9824-BEMCV,No,Fiber optic,No,No,No,No,No,No
1373-ORVIZ,Yes,DSL,No,No,No,Yes,No,Yes
4291-SHSBH,No,Fiber optic,No,No,No,No,No,No
6980-IMXXE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9866-QEVEE,Yes,Fiber optic,No,No,No,No,No,Yes
9897-KXHCM,No,Fiber optic,No,No,No,No,No,Yes
0040-HALCW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0784-GTUUK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7979-CORPM,Yes,Fiber optic,No,Yes,No,No,Yes,No
2294-DMMUS,Yes,DSL,No,No,No,No,Yes,Yes
0872-JCPIB,Yes,DSL,Yes,No,No,No,No,Yes
3055-MJDSB,No phone service,DSL,No,No,No,No,No,No
9091-WTUUY,No,DSL,Yes,No,Yes,Yes,Yes,No
1618-CFHME,Yes,Fiber optic,No,No,No,No,No,No
3165-HDOEW,No,DSL,No,No,No,No,No,No
6581-NQCBA,No phone service,DSL,No,No,No,Yes,Yes,Yes
7115-IRDHS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8496-DMZUK,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
2040-VZIKE,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
9068-VPWQQ,Yes,DSL,Yes,No,Yes,Yes,No,Yes
0178-SZBHO,Yes,Fiber optic,No,Yes,No,No,Yes,No
0384-RVBPI,No,DSL,Yes,No,Yes,No,No,Yes
1689-MRZQR,No,Fiber optic,No,No,No,No,Yes,No
1299-AURJA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4525-VZCZG,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
1543-LLLFT,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
5835-BEQEU,Yes,Fiber optic,No,No,No,No,No,No
2788-CJQAQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5565-FILXA,Yes,Fiber optic,No,No,No,No,Yes,Yes
0319-QZTCO,No,DSL,No,Yes,No,No,Yes,No
2120-SMPEX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0096-FCPUF,Yes,DSL,Yes,No,No,No,No,Yes
0668-OGMHD,No phone service,DSL,Yes,No,No,No,No,No
5552-ZNFSJ,No,DSL,No,No,No,No,No,No
2223-KAGMX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6507-ZJSUR,No,Fiber optic,No,No,No,No,Yes,Yes
9408-HRXRK,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5593-SUAOO,Yes,Fiber optic,No,Yes,Yes,No,No,No
7321-PKUYW,Yes,Fiber optic,No,No,No,Yes,Yes,No
2833-SLKDQ,No,DSL,No,No,No,No,No,No
6766-HFKLA,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
7595-EUIVN,No,Fiber optic,No,Yes,No,No,No,No
7617-EYGLW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2026-TGDHM,No,Fiber optic,No,No,No,No,No,Yes
9220-ZNKJI,No,Fiber optic,No,No,Yes,Yes,Yes,No
4030-VPZBD,No phone service,DSL,No,No,No,Yes,No,No
2226-ICFDO,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
0723-VSOBE,No phone service,DSL,No,No,No,No,No,Yes
5529-GIBVH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4187-CINZD,No,Fiber optic,No,Yes,No,No,Yes,Yes
9992-UJOEL,No,DSL,No,Yes,No,No,No,No
4741-WWJQZ,No,Fiber optic,Yes,No,No,Yes,No,No
6625-UTXEW,No,DSL,No,Yes,No,No,No,No
6818-WOBHJ,Yes,Fiber optic,No,Yes,No,No,No,Yes
6244-BESBM,No,Fiber optic,No,No,No,Yes,Yes,Yes
1004-NOZNR,No,Fiber optic,Yes,No,No,No,Yes,Yes
1251-STYSZ,Yes,Fiber optic,Yes,No,No,No,No,No
2612-PHGOX,Yes,DSL,No,Yes,Yes,Yes,Yes,No
2408-TZMJL,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8480-PPONV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8780-IHCRN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4598-ZADCK,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
1257-SXUXQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9681-KYGYB,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
7182-OVLBJ,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
5095-ETBRJ,No,DSL,Yes,Yes,No,Yes,No,No
7005-CYUIL,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
4821-WQOYN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4730-AWNAU,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
3452-FLHYD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2388-LAESQ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9531-NSBMR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6260-ONULR,No,DSL,No,No,No,No,Yes,Yes
4389-UEFCZ,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
8711-LOBKY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9134-CEQMF,No,Fiber optic,No,No,No,No,Yes,Yes
8985-OOPOS,No,DSL,No,No,Yes,Yes,Yes,Yes
8800-ZKRFW,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2616-FLVQC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9968-FFVVH,Yes,DSL,Yes,Yes,Yes,Yes,No,No
3108-PCCGG,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
7993-PYKOF,No,Fiber optic,Yes,No,No,No,No,No
8390-FESFV,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
3022-BEXHZ,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5027-XWQHA,No,DSL,No,No,No,No,No,No
6248-TKCQV,Yes,DSL,Yes,No,No,Yes,Yes,Yes
6729-GDNGC,No,Fiber optic,No,No,No,No,Yes,No
6198-ZFIOJ,Yes,Fiber optic,No,No,No,No,No,No
5989-OMNJE,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
4566-QVRRW,No,DSL,No,No,No,No,No,No
1291-CUOCY,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9795-SHUHB,No,DSL,Yes,Yes,No,Yes,No,No
3230-IUALN,No,DSL,Yes,No,Yes,Yes,Yes,Yes
0042-RLHYP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8519-IMDHU,Yes,Fiber optic,No,No,No,No,No,Yes
4945-RVMTE,No,DSL,No,No,Yes,No,Yes,No
0201-OAMXR,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1866-NXPSP,No,DSL,Yes,Yes,Yes,Yes,No,Yes
3372-KWFBM,Yes,Fiber optic,No,No,No,No,Yes,No
7831-QGOXH,Yes,Fiber optic,No,No,No,No,Yes,No
6393-WRYZE,Yes,Fiber optic,No,No,No,No,Yes,Yes
3941-XTSKM,No phone service,DSL,No,Yes,Yes,No,No,Yes
1661-CZBAU,Yes,DSL,Yes,No,No,Yes,No,Yes
6599-RCLCJ,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9831-BPFRI,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
5158-RIVOP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9788-YTFGE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9277-JOOMO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1907-YLNYW,No,DSL,Yes,No,Yes,No,No,Yes
1725-MIMXW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8947-YRTDV,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
3161-ONRWK,No,DSL,Yes,Yes,Yes,Yes,No,No
0114-RSRRW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4565-NLZBV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0031-PVLZI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7206-GZCDC,No,Fiber optic,No,No,No,No,No,No
6682-VCIXC,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
4791-QRGMF,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6475-VHUIZ,No,DSL,No,No,Yes,Yes,No,No
3910-MRQOY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0661-WCQNQ,No,DSL,Yes,No,No,Yes,No,No
7537-RBWEA,No phone service,DSL,No,No,No,No,No,No
4656-CAURT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0121-SNYRK,No phone service,DSL,Yes,No,No,Yes,No,No
1768-ZAIFU,No phone service,DSL,No,No,No,No,No,No
4671-LXRDQ,No,DSL,No,No,No,No,No,No
3733-LSYCE,No,Fiber optic,No,Yes,No,No,No,No
6265-FRMTQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1934-SJVJK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3838-OZURD,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1371-DWPAZ,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
9269-CQOOL,No,DSL,No,No,No,No,Yes,No
2017-CCBLH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7690-KPNCU,No,DSL,Yes,No,Yes,No,Yes,Yes
0536-BGFMZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2293-IJWPS,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2845-HSJCY,Yes,Fiber optic,No,No,Yes,No,No,Yes
5469-NUJUR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1184-PJVDB,No,Fiber optic,No,No,No,No,Yes,No
2625-TRCZQ,No phone service,DSL,No,Yes,No,No,Yes,Yes
4102-HLENU,Yes,DSL,Yes,Yes,Yes,No,No,No
7266-GSSJX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7722-VJRQD,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
7073-QETQY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9415-DPEWS,Yes,Fiber optic,No,No,No,Yes,Yes,No
5624-RYAMH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0196-JTUQI,Yes,Fiber optic,No,No,No,No,No,No
7130-YXBRO,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9272-LSVYH,No,Fiber optic,No,No,No,No,No,No
7943-RQCHR,Yes,Fiber optic,No,No,No,No,Yes,Yes
3793-MMFUH,Yes,Fiber optic,No,No,No,No,Yes,Yes
3249-ZPQRG,Yes,Fiber optic,No,Yes,No,No,No,No
2568-BRGYX,No,Fiber optic,No,No,No,No,No,No
3084-DOWLE,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1084-MNSMJ,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7721-JXEAW,No phone service,DSL,No,Yes,No,No,No,Yes
7249-WBIYX,Yes,Fiber optic,No,No,No,No,Yes,No
4238-HFHSN,Yes,Fiber optic,No,Yes,No,No,No,No
6250-CGGUN,No,Fiber optic,Yes,No,Yes,Yes,No,No
5478-JJVZK,Yes,DSL,Yes,Yes,No,No,No,No
7596-IIWYC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6567-HOOPW,No,Fiber optic,No,No,No,No,Yes,No
9793-WECQC,No,Fiber optic,No,Yes,No,No,Yes,Yes
4291-HPAXL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8999-YPYBV,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1839-FBNFR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3164-AALRN,No,DSL,No,No,Yes,No,Yes,Yes
3071-MVJCD,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
1697-BCSHV,Yes,DSL,No,Yes,No,No,Yes,No
0562-KBDVM,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
1131-SUEKT,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
3717-OEAUQ,No,Fiber optic,No,No,No,No,No,No
4538-WNTMJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3334-CTHOL,Yes,DSL,No,No,No,No,No,No
4704-ERYFC,No,Fiber optic,No,No,No,No,No,No
9432-RUVSL,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
8060-HIWJJ,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
7684-XSZIY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9089-UOWJG,No,DSL,No,No,Yes,No,Yes,No
8621-MNIHH,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
8039-ACLPL,No,DSL,Yes,Yes,Yes,No,No,Yes
9885-AIBVB,Yes,Fiber optic,No,Yes,Yes,No,No,No
1934-MKPXS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2592-YKDIF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2272-JKMSI,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0471-LVHGK,Yes,DSL,No,No,Yes,No,Yes,Yes
9518-RWHZL,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8714-CTZJW,No,Fiber optic,No,No,Yes,No,No,Yes
3569-EDBPQ,Yes,Fiber optic,Yes,No,No,Yes,No,No
3131-NWVFJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7521-YXVZY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5419-CONWX,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
6240-EURKS,No phone service,DSL,No,No,No,No,No,Yes
2373-NTKOD,No,DSL,No,No,No,No,Yes,Yes
1970-KKFWL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6960-HVYXR,Yes,Fiber optic,No,No,No,No,No,No
9337-SRRNI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0895-UADGO,No phone service,DSL,Yes,No,No,Yes,No,Yes
5678-VFNEQ,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5977-CKHON,Yes,Fiber optic,No,No,Yes,No,No,Yes
7024-OHCCK,Yes,Fiber optic,No,No,No,No,Yes,Yes
2692-BUCFV,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
7861-UVUFT,No,Fiber optic,No,No,Yes,No,Yes,No
1830-GGFNM,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
5302-BDJNT,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
5223-UZAVK,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
4859-ZSRDZ,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
5651-WYIPH,No,DSL,No,Yes,No,No,No,No
9350-VLHMB,Yes,Fiber optic,No,Yes,No,No,No,Yes
3498-LZGQZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8785-CJSHH,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5357-TZHPP,Yes,Fiber optic,No,No,No,No,No,Yes
3870-SPZSI,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0680-DFNNY,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7560-QRBXH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7077-XJMET,No,DSL,No,No,Yes,Yes,Yes,Yes
8752-GHJFU,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
6896-SRVYQ,No,Fiber optic,No,No,Yes,No,No,No
7767-UXAGJ,Yes,DSL,No,No,No,No,No,No
4652-ODEVH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6510-UPNKS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6718-BDGHG,Yes,DSL,No,No,No,Yes,Yes,No
9046-DQMTP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6439-LAJXL,No,DSL,Yes,Yes,No,Yes,Yes,No
1571-SAVHK,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
9052-VKDUW,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9546-CQJSU,Yes,Fiber optic,No,No,Yes,No,Yes,No
1666-JZPZT,Yes,DSL,No,No,No,No,No,No
5777-KJIRB,No,DSL,No,No,Yes,No,No,No
0506-LVNGN,No,Fiber optic,No,No,Yes,No,No,No
7677-SJJJK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2480-EJWYP,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3253-HKOKL,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
7055-HNEOJ,No,DSL,No,No,Yes,Yes,No,No
5514-YQENT,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3211-AAPKX,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
8445-DNBAE,Yes,DSL,No,No,No,No,No,No
2951-QOQTK,Yes,Fiber optic,No,No,No,Yes,No,No
2958-NHPPS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6806-YDEUL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1735-XMJVH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6890-PFRQX,Yes,DSL,Yes,No,Yes,No,Yes,No
0222-CNVPT,No phone service,DSL,Yes,No,No,No,Yes,Yes
5899-OUVKV,No,Fiber optic,No,Yes,No,No,Yes,Yes
8681-ICONS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1621-YNCJH,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
3473-XIIIT,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
6362-QHAFM,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
7893-IXHRQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3070-BDOQC,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
2952-QAYZF,Yes,Fiber optic,No,Yes,Yes,No,No,No
6234-PFPXL,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
9824-QCJPK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4763-PGDPO,No,Fiber optic,No,No,No,No,No,No
4283-IVYCI,No,DSL,Yes,No,No,Yes,No,Yes
1866-OBPNR,No,Fiber optic,No,Yes,No,No,No,No
8205-MQUGY,No,DSL,Yes,No,No,No,No,No
8970-ANWXO,Yes,DSL,No,No,No,Yes,Yes,Yes
9480-BQJEI,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5394-SVGJV,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
6979-TNDEU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9777-WJJPR,Yes,Fiber optic,No,No,Yes,No,Yes,No
9283-LZQOH,Yes,Fiber optic,No,No,No,No,No,No
7079-QRCBC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9495-SKLKD,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
6048-UWKAL,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
5067-DGXLL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5469-CTCWN,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
9851-QXEEQ,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6281-FKEWS,No phone service,DSL,No,No,Yes,No,Yes,Yes
8898-KASCD,No phone service,DSL,No,No,Yes,Yes,No,No
9242-TKFSV,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9290-SHCMB,No,Fiber optic,No,No,Yes,No,Yes,Yes
0743-HNPFG,No,DSL,Yes,Yes,No,Yes,No,Yes
2277-BKJKN,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
9809-IMGCQ,Yes,Fiber optic,No,No,No,No,Yes,Yes
5208-HFSBT,No,DSL,No,Yes,No,Yes,No,No
5035-PGZXH,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8695-WDYEA,No,DSL,Yes,No,No,No,No,No
6543-JXSOO,No,DSL,Yes,Yes,No,Yes,No,No
8016-ZMGMO,Yes,DSL,No,Yes,Yes,No,Yes,No
8605-ITULD,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3254-YRILK,Yes,Fiber optic,No,Yes,No,No,Yes,No
6416-YJTTB,No,Fiber optic,Yes,No,Yes,No,No,No
2667-WYLWJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4472-VESGY,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
3195-TQDZX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3128-YOVTD,No,Fiber optic,Yes,Yes,No,No,No,No
0529-ONKER,Yes,Fiber optic,No,No,No,No,No,No
1728-CXQBE,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
7041-TXQJH,No phone service,DSL,No,No,Yes,No,No,Yes
5014-GSOUQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5724-BIDBU,Yes,DSL,Yes,No,No,No,No,No
0481-SUMCB,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1769-GRUIK,No,Fiber optic,No,No,No,No,No,No
5240-IJOQT,Yes,Fiber optic,No,No,No,No,No,No
8819-WFGGJ,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
7427-AUFPY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2811-POVEX,No,Fiber optic,No,Yes,Yes,No,No,Yes
1092-GANHU,No,Fiber optic,No,No,Yes,No,No,No
7898-PDWQE,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9972-EWRJS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9314-IJWSQ,Yes,Fiber optic,No,No,No,No,Yes,No
0661-XEYAN,No phone service,DSL,No,No,No,No,No,No
5799-JRCZO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1921-KYSAY,Yes,DSL,No,No,Yes,Yes,No,Yes
6198-RTPMF,Yes,Fiber optic,No,No,No,No,Yes,Yes
2924-KHUVI,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1925-GMVBW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7881-EVUAD,No phone service,DSL,Yes,Yes,No,No,No,Yes
6184-DYUOB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9207-ZPANB,Yes,DSL,Yes,Yes,Yes,Yes,No,No
5766-XQXMQ,No,DSL,Yes,Yes,Yes,No,No,Yes
9327-QSDED,No,DSL,No,No,No,No,No,No
1656-DRSMG,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3012-VFFMN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2984-AFWNC,No,Fiber optic,No,Yes,No,No,Yes,Yes
0640-YJTPY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8096-LOIST,No,DSL,No,No,No,No,No,Yes
9764-REAFF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3703-VAVCL,No,Fiber optic,No,No,Yes,Yes,No,Yes
7107-UBYKY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4881-GQJTW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8519-QJGJD,No,Fiber optic,No,No,Yes,No,No,No
7876-DNYAP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7905-NJMXS,Yes,DSL,Yes,Yes,No,Yes,No,No
2882-WDTBA,No,DSL,Yes,Yes,Yes,Yes,Yes,No
2091-GPPIQ,Yes,DSL,No,Yes,No,Yes,Yes,Yes
6326-MTTXK,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5071-FBJFS,No,DSL,Yes,No,No,No,No,No
2796-UUZZO,No,Fiber optic,No,Yes,Yes,No,No,No
2429-AYKKO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9798-OPFEM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0330-IVZHA,No,Fiber optic,No,No,No,No,No,No
3794-NFNCH,No,DSL,No,No,Yes,No,No,No
5193-QLVZB,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7114-AEOZE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2886-KEFUM,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5522-NYKPB,No,Fiber optic,No,No,No,Yes,Yes,No
4237-RLAQD,No,DSL,No,No,No,No,No,No
9957-YODKZ,Yes,Fiber optic,No,No,Yes,No,No,No
6518-KZXCB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2245-ADZFJ,Yes,DSL,No,Yes,No,Yes,Yes,Yes
7776-QGYJC,No,Fiber optic,No,No,Yes,Yes,No,No
9313-QOLTZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9651-GTSAQ,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3186-BAXNB,No,Fiber optic,No,Yes,No,Yes,Yes,No
4672-FOTSD,Yes,DSL,Yes,Yes,No,Yes,No,No
0637-YLETY,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
9818-XQCUV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7338-ERIVA,No phone service,DSL,Yes,No,No,Yes,Yes,No
1157-BQCUW,Yes,Fiber optic,No,No,No,No,No,No
8259-NFJTV,No phone service,DSL,Yes,No,No,Yes,No,No
3223-DWFIO,No,Fiber optic,No,No,No,No,No,No
