customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0386-CWRGM,46,Yes,Two year,No,Mailed check,19.4,967.85,No
5515-RUGKN,8,Yes,Month-to-month,Yes,Credit card (automatic),54.75,438.05,No
0404-AHASP,72,Yes,Two year,No,Credit card (automatic),19.7,1421.9,No
7279-NMVJC,17,Yes,One year,No,Bank transfer (automatic),19.9,323.15,No
2081-VEYEH,3,Yes,Month-to-month,Yes,Electronic check,107.95,318.6,No
6407-UTSLV,2,Yes,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,No
4116-TZAQJ,9,Yes,Month-to-month,Yes,Credit card (automatic),74.25,639.65,Yes
9060-HJJRW,51,No,One year,Yes,Credit card (automatic),56.4,2928.5,No
2587-YNLES,6,Yes,Two year,No,Mailed check,20.1,100.35,No
7398-SKNQZ,3,Yes,Month-to-month,No,Electronic check,94.9,273.2,No
5935-FCCNB,17,Yes,Month-to-month,Yes,Electronic check,94.2,1608.15,No
1958-RNRKS,30,Yes,Month-to-month,No,Electronic check,49.9,1441.95,No
5136-RGMZO,31,Yes,Month-to-month,Yes,Electronic check,71.05,2168.15,No
8345-MVDYC,45,Yes,Two year,No,Bank transfer (automatic),81.65,3618.7,No
8226-BXGES,64,Yes,One year,No,Bank transfer (automatic),89.45,5692.65,No
3877-JRJIP,1,Yes,Month-to-month,Yes,Electronic check,59.85,59.85,Yes
8375-DKEBR,1,Yes,Month-to-month,Yes,Electronic check,69.6,69.6,Yes
9705-IOVQQ,61,Yes,One year,No,Electronic check,99,5969.3,No
1015-OWJKI,1,Yes,Month-to-month,No,Mailed check,19.05,19.05,No
7511-YMXVQ,9,No,Month-to-month,Yes,Electronic check,45.4,418.8,Yes
2040-XBAVJ,72,Yes,Two year,No,Bank transfer (automatic),114.45,8100.55,No
7551-JOHTI,1,Yes,Month-to-month,No,Mailed check,19.5,19.5,Yes
8887-IPQNC,7,Yes,Month-to-month,Yes,Mailed check,44.25,313.45,No
8646-JCOMS,66,Yes,One year,Yes,Bank transfer (automatic),90.55,6130.95,No
9804-ICWBG,1,Yes,Month-to-month,Yes,Electronic check,69.9,69.9,Yes
1222-KJNZD,40,Yes,Month-to-month,Yes,Bank transfer (automatic),20.4,745.3,No
0106-GHRQR,16,Yes,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1,No
5318-IXUZF,2,Yes,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,Yes
3768-VHXQO,67,Yes,Two year,No,Credit card (automatic),24.85,1583.5,No
8952-WCVCD,41,Yes,One year,Yes,Bank transfer (automatic),104.45,4162.05,No
2418-TPEUN,56,Yes,Two year,Yes,Credit card (automatic),19.8,1119.9,No
3963-RYFNS,72,Yes,Two year,Yes,Bank transfer (automatic),116.45,8013.55,No
3198-VELRD,3,Yes,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,Yes
8540-ZQGEA,54,Yes,Two year,No,Credit card (automatic),20.05,1102.4,No
1320-REHCS,52,Yes,Month-to-month,Yes,Electronic check,110.75,5832,No
4137-JOPHL,50,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,No
9436-ZBZCT,14,Yes,Month-to-month,Yes,Electronic check,89.95,1178.4,Yes
7801-CEDNV,27,Yes,One year,No,Credit card (automatic),48.7,1421.75,No
2057-BOYKM,72,Yes,Two year,Yes,Bank transfer (automatic),96.6,6827.5,No
3658-QQJYD,62,Yes,One year,Yes,Credit card (automatic),74.3,4698.05,No
1803-BGNBD,12,Yes,Month-to-month,Yes,Electronic check,54.3,654.5,No
0134-XWXCE,44,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,No
6950-TWMYB,54,Yes,Two year,Yes,Bank transfer (automatic),79.95,4362.05,No
5848-FHRFC,68,Yes,Two year,No,Bank transfer (automatic),20.05,1386.9,No
2243-FNMMI,20,Yes,Month-to-month,No,Mailed check,19.4,415.4,No
2511-MORQY,50,Yes,One year,No,Bank transfer (automatic),54.9,2614.1,No
5356-KZCKT,58,Yes,Two year,Yes,Credit card (automatic),24.45,1513.6,No
9470-XCCEM,35,Yes,Month-to-month,Yes,Bank transfer (automatic),89.65,3161.6,No
6519-CFDBX,2,Yes,Month-to-month,Yes,Electronic check,45.4,80.95,No
3902-MIVLE,63,Yes,Two year,No,Mailed check,75.7,4676.7,No
0409-WTMPL,58,Yes,One year,Yes,Credit card (automatic),110.65,6526.65,No
8763-KIAFH,27,Yes,One year,Yes,Mailed check,20.55,583.3,No
3669-WHAFY,71,Yes,Two year,Yes,Credit card (automatic),115.15,8078.1,No
3055-VTCGS,63,Yes,One year,No,Credit card (automatic),58.55,3503.5,No
3144-KMTWZ,71,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,No
7279-BUYWN,41,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,Yes
7156-MHUGY,13,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,Yes
7198-GLXTC,2,Yes,Month-to-month,No,Electronic check,79,143.65,Yes
2007-QVGAW,68,Yes,Two year,Yes,Bank transfer (automatic),19.35,1292.65,No
5207-PLSTK,1,Yes,Month-to-month,Yes,Mailed check,48.75,48.75,No
2307-FYNNL,65,Yes,Two year,Yes,Electronic check,109.05,7108.2,No
5605-XNWEN,72,Yes,Two year,Yes,Bank transfer (automatic),25,1802.55,No
2155-AMQRX,28,Yes,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,No
6181-AXXYF,72,Yes,Two year,No,Credit card (automatic),24.75,1859.1,No
5091-HFAZW,2,Yes,Month-to-month,Yes,Electronic check,91.15,168.5,No
0516-VRYBW,18,Yes,One year,No,Bank transfer (automatic),20.15,390.85,Yes
2519-LBNQL,60,Yes,One year,Yes,Electronic check,104.35,6339.45,No
8623-ULFNQ,26,Yes,Month-to-month,Yes,Electronic check,66.05,1652.4,No
8380-PEFPE,1,Yes,Month-to-month,Yes,Electronic check,71.65,71.65,Yes
5687-DKDTV,4,Yes,Month-to-month,No,Mailed check,20.35,77.5,Yes
1568-LJSZU,68,Yes,Two year,Yes,Credit card (automatic),92.2,6392.85,No
7530-HDYDS,38,Yes,Month-to-month,Yes,Credit card (automatic),84.25,3264.5,Yes
7789-HKSBS,42,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15,No
7416-CKTEP,57,Yes,Two year,Yes,Bank transfer (automatic),19.6,1134.25,No
2586-CWXVV,54,No,Month-to-month,No,Electronic check,30.4,1621.35,No
3096-IZETN,12,Yes,Month-to-month,No,Bank transfer (automatic),78.1,947.3,Yes
2348-KCJLT,44,Yes,One year,Yes,Mailed check,61.5,2722.2,No
8401-EMUWF,42,Yes,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,No
4193-IBKSW,72,Yes,Two year,No,Bank transfer (automatic),24.75,1769.6,No
5377-NDTOU,71,Yes,Two year,No,Mailed check,91.05,6293.75,No
5922-ABDVO,19,Yes,Month-to-month,No,Mailed check,89.65,1761.05,Yes
2474-LCNUE,23,Yes,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,No
0839-QNXME,30,Yes,Two year,No,Credit card (automatic),19.4,578.5,No
3506-OVLKD,35,Yes,One year,No,Bank transfer (automatic),26.2,954.9,No
9172-ANCRX,10,Yes,Month-to-month,Yes,Electronic check,98.7,973.25,Yes
6650-VJONK,1,Yes,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,No
2178-PMGCJ,22,Yes,Month-to-month,Yes,Mailed check,69.7,1490.4,No
7492-TAFJD,7,No,Two year,No,Mailed check,38.55,280,No
2773-MADBQ,36,No,Two year,Yes,Mailed check,53.1,1901.25,No
6016-LVTJQ,34,Yes,Month-to-month,No,Mailed check,20.65,716.4,No
7860-KSUGX,72,Yes,Two year,No,Credit card (automatic),64.45,4720,No
8966-KZXXA,36,Yes,Two year,No,Credit card (automatic),25.1,930.95,No
6910-HADCM,1,Yes,Month-to-month,No,Electronic check,76.35,76.35,Yes
4816-LXZYW,23,Yes,Month-to-month,Yes,Electronic check,79.15,1676.95,Yes
9606-PBKBQ,32,Yes,Month-to-month,Yes,Electronic check,85,2642.05,Yes
5149-QYTTU,71,Yes,One year,Yes,Credit card (automatic),95.15,6770.85,No
2070-XYMFH,23,Yes,Month-to-month,Yes,Mailed check,79.35,1835.3,No
2085-BOJKI,17,Yes,One year,Yes,Bank transfer (automatic),96.65,1588.25,No
0817-HSUSE,1,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,No
5442-PPTJY,12,Yes,Two year,No,Mailed check,19.7,258.35,No
1927-QEWMY,72,Yes,Two year,No,Credit card (automatic),20.5,1502.25,No
1663-MHLHE,1,Yes,Month-to-month,No,Mailed check,19.2,19.2,No
5663-QBGIS,72,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,No
4450-MDZFX,60,Yes,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,No
6701-DHKWQ,61,No,Two year,No,Credit card (automatic),51.35,3244.4,No
7554-AKDQF,6,Yes,Month-to-month,No,Mailed check,45.65,323.45,No
3536-IQCTX,32,Yes,Month-to-month,No,Electronic check,85.3,2661.1,Yes
4911-BANWH,31,Yes,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Yes
8496-EJAUI,19,Yes,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,Yes
0794-YVSGE,72,Yes,Two year,No,Bank transfer (automatic),20.3,1401.15,No
5423-BHIXO,32,Yes,Month-to-month,Yes,Electronic check,54.2,1739.6,No
6908-VVYHM,65,Yes,Month-to-month,Yes,Electronic check,90.65,5931,No
2959-EEXWB,45,No,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,No
1839-UMACK,42,Yes,One year,No,Electronic check,25.05,949.85,No
3030-YDNRM,8,Yes,Month-to-month,Yes,Electronic check,74.85,572.45,No
7321-KKSDU,32,Yes,Two year,No,Mailed check,20.5,696.8,No
3402-XRIUO,22,Yes,Month-to-month,Yes,Mailed check,63.55,1381.8,No
3132-TVFDZ,57,No,Month-to-month,Yes,Electronic check,44.85,2572.95,Yes
8286-AFUYI,1,Yes,Month-to-month,No,Electronic check,47.95,47.95,No
8080-DDEMJ,1,Yes,Month-to-month,No,Electronic check,45.1,45.1,Yes
8356-WUAOJ,1,Yes,Month-to-month,Yes,Electronic check,45,45,No
6365-MTGZX,24,Yes,Month-to-month,Yes,Electronic check,96,2122.45,Yes
1349-WXNGG,1,Yes,Month-to-month,No,Bank transfer (automatic),20.05,20.05,Yes
8058-DMYRU,54,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,No
9350-ZXYJC,4,Yes,Two year,Yes,Credit card (automatic),25.3,116.95,No
6990-YNRIO,65,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,Yes
8958-JPTRR,56,Yes,One year,No,Electronic check,24.3,1261.7,No
6959-GQEGV,45,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,No
3173-WSSUE,71,Yes,Two year,No,Credit card (automatic),19.7,1415.85,No
1265-HVPZB,59,Yes,One year,No,Credit card (automatic),66.4,3958.2,No
4115-UMJFQ,69,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,No
7369-TRPFD,19,Yes,One year,No,Mailed check,18.8,279.2,No
1098-KFQEC,55,Yes,Two year,No,Credit card (automatic),19.4,1083,No
7190-XHTWJ,38,Yes,One year,No,Mailed check,19.3,755.5,No
0621-TWIEM,10,Yes,Month-to-month,Yes,Electronic check,45.55,402.6,Yes
3537-RYBHH,47,Yes,Month-to-month,Yes,Credit card (automatic),67.45,3252,No
2485-ITVKB,2,No,Month-to-month,Yes,Electronic check,35.1,68.75,Yes
3669-OYSJI,1,Yes,Month-to-month,No,Credit card (automatic),46.2,46.2,Yes
1612-EOHDH,1,Yes,Month-to-month,No,Electronic check,45.15,45.15,Yes
6702-OHFWR,1,No,Month-to-month,Yes,Electronic check,43.3,43.3,Yes
5296-BFCYD,46,Yes,Two year,Yes,Mailed check,20.1,936.85,No
4510-PYUSH,38,Yes,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,Yes
9359-JANWS,65,Yes,Two year,No,Credit card (automatic),58.9,3857.1,No
7517-SAWMO,19,Yes,Month-to-month,Yes,Electronic check,73.2,1441.1,Yes
4143-HHPMK,52,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,Yes
3279-DYZQM,71,Yes,Two year,No,Mailed check,19.45,1378.45,No
7054-LGEQW,1,Yes,Month-to-month,No,Mailed check,45.95,45.95,Yes
0523-VNGTF,52,No,Month-to-month,Yes,Electronic check,50.5,2566.3,No
9575-IWCAZ,6,Yes,One year,No,Mailed check,25.1,171,No
7105-MXJLL,26,Yes,One year,No,Mailed check,60.7,1597.4,No
7064-FRRSW,48,Yes,One year,Yes,Electronic check,99,4744.35,No
7940-UQQUG,64,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,No
0923-PNFUB,3,Yes,Month-to-month,No,Electronic check,83.75,247.25,Yes
3961-SXAXY,1,Yes,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,No
7010-BRBUU,72,Yes,Two year,No,Credit card (automatic),24.1,1734.65,No
3566-HJGPK,1,Yes,Month-to-month,Yes,Mailed check,45.55,45.55,No
3062-ICYZQ,51,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,No
9938-PRCVK,41,Yes,Two year,No,Bank transfer (automatic),19.7,804.25,No
0973-KYVNF,72,Yes,Two year,Yes,Credit card (automatic),70.65,5011.15,No
5129-HHMZC,43,Yes,Two year,No,Credit card (automatic),86.45,3574.5,No
9637-CDTKZ,72,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,No
3946-JEWRQ,47,Yes,One year,Yes,Credit card (automatic),95.2,4563,No
7873-CVMAW,72,Yes,Two year,No,Credit card (automatic),88.55,6362.35,No
0463-WZZKO,3,Yes,Month-to-month,Yes,Credit card (automatic),20.75,67.1,No
3494-JCHRQ,1,Yes,Month-to-month,Yes,Electronic check,70.05,70.05,Yes
6474-FVJLC,2,Yes,Month-to-month,Yes,Electronic check,86,165.45,Yes
4524-QCSSM,26,No,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,No
5832-EXGTT,29,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,No
8840-DQLGN,35,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Yes
2039-JONDJ,27,Yes,One year,No,Bank transfer (automatic),55.45,1477.65,No
7217-JYHOQ,24,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,No
6695-FRVEC,67,Yes,Two year,Yes,Bank transfer (automatic),60.4,3953.7,No
4547-LYTDD,16,Yes,Month-to-month,No,Electronic check,72.65,1194.3,Yes
9894-QMIMJ,23,Yes,One year,No,Bank transfer (automatic),55.8,1327.85,No
8069-YQQAJ,14,No,Month-to-month,Yes,Mailed check,31.1,419.7,No
6770-XUAGN,1,Yes,Month-to-month,Yes,Electronic check,21,21,Yes
4193-ORFCL,1,Yes,Month-to-month,No,Mailed check,45.1,45.1,Yes
1636-NTNCO,4,No,Month-to-month,Yes,Credit card (automatic),50.95,207.35,No
3466-WAESX,16,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,No
9281-PKKZE,46,No,Month-to-month,Yes,Electronic check,43.95,2007.85,No
3638-VBZTA,68,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,No
7459-IMVYU,38,Yes,Month-to-month,No,Electronic check,69.95,2657.55,No
7776-QWNFX,30,Yes,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes
6689-TCZHQ,5,Yes,Month-to-month,No,Electronic check,78.95,378.4,Yes
8563-OYMQY,17,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,No
0754-EEBDC,4,Yes,Two year,No,Mailed check,19.9,76.65,No
5777-ZPQNC,12,Yes,One year,No,Electronic check,20.15,260.7,No
1951-IEYXM,72,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,No
3318-NMQXL,3,Yes,Month-to-month,Yes,Electronic check,92,266.8,No
3143-ILDAL,56,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,Yes
1022-RKXDR,41,Yes,One year,Yes,Mailed check,24.85,962.25,No
2361-FJWNO,40,No,One year,No,Credit card (automatic),36,1382.9,No
2272-UOINI,7,Yes,Month-to-month,Yes,Electronic check,78.5,571.05,No
8232-UTFOZ,69,Yes,Two year,No,Credit card (automatic),19.95,1399.35,No
3750-YHRYO,7,Yes,One year,No,Mailed check,20.65,150,No
6637-KYRCV,5,No,Month-to-month,Yes,Electronic check,30.5,167.2,No
5668-MEISB,72,Yes,Two year,No,Credit card (automatic),106.1,7657.4,No
0129-QMPDR,44,Yes,One year,Yes,Bank transfer (automatic),20.5,865.05,No
7188-CBBBA,65,Yes,One year,Yes,Electronic check,95.5,6153.85,No
5356-CSVSQ,3,Yes,Month-to-month,No,Electronic check,64.6,174.2,No
3221-CJMSG,24,Yes,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,No
4720-VSTSI,44,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes
3219-JQRSL,72,Yes,Two year,No,Credit card (automatic),89.1,6352.4,No
2801-NISEI,24,Yes,Month-to-month,No,Electronic check,54.95,1348.5,No
3946-MHCZW,1,Yes,Month-to-month,No,Mailed check,50.9,50.9,Yes
4623-ZKHLY,22,Yes,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,No
6732-VAILE,70,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,No
8201-AAXCB,25,Yes,Month-to-month,No,Electronic check,60.35,1404.65,No
7696-CFTAT,37,Yes,Two year,No,Bank transfer (automatic),19.8,726.1,No
1845-CSBRZ,22,Yes,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,No
2123-VSCOT,59,Yes,Two year,Yes,Bank transfer (automatic),72.1,4194.85,No
6651-AZVTJ,49,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes
4566-GOLUK,47,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes
2484-DGXPZ,31,Yes,Month-to-month,Yes,Mailed check,19.55,658.95,Yes
2018-QKYGT,1,Yes,Month-to-month,Yes,Electronic check,81.05,81.05,No
2792-VPPET,3,Yes,Month-to-month,Yes,Electronic check,20.5,76.95,No
7409-JURKQ,53,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,No
3247-MHJKM,1,Yes,Month-to-month,No,Mailed check,20.2,20.2,No
1964-SVLEA,20,Yes,One year,Yes,Mailed check,19.7,415.9,No
4587-NUKOX,3,Yes,Month-to-month,Yes,Electronic check,79.1,246.5,Yes
7297-DVYGA,51,Yes,One year,Yes,Bank transfer (automatic),19.85,996.95,No
2239-CGBUZ,51,Yes,One year,Yes,Bank transfer (automatic),60.5,3145.15,No
0854-UYHZD,13,Yes,Two year,No,Mailed check,19.55,265.3,No
7243-LCGGZ,1,Yes,Month-to-month,No,Mailed check,20.9,20.9,No
8267-KFGYD,1,Yes,Month-to-month,Yes,Mailed check,21.05,21.05,No
4890-VMUAV,63,Yes,One year,No,Electronic check,71.5,4576.3,No
9261-WDCAF,3,Yes,Month-to-month,No,Mailed check,54.65,189.1,No
3764-MNMOI,46,Yes,Two year,No,Credit card (automatic),19.2,908.15,No
7442-YGZFK,1,Yes,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No
0420-BWTPW,8,No,Month-to-month,No,Mailed check,25.5,215.2,Yes
8229-BUJHX,71,Yes,Two year,No,Bank transfer (automatic),20.5,1500.95,No
7449-HVPIV,55,Yes,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,No
5504-WSIUR,70,Yes,One year,Yes,Bank transfer (automatic),90.25,6385.95,No
8183-ONMXC,2,Yes,Month-to-month,No,Electronic check,80.75,159.45,Yes
8466-PZBLH,67,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,No
9614-RMGHA,65,Yes,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes
8735-IJJEG,14,Yes,Month-to-month,No,Credit card (automatic),50.2,668.85,No
0564-MUUQK,20,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,No
5054-IEXZT,1,Yes,Month-to-month,Yes,Electronic check,75.35,75.35,Yes
5834-ASPWA,1,Yes,Month-to-month,Yes,Electronic check,75.45,75.45,Yes
0701-RFGFI,49,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,No
0019-EFAEP,72,Yes,Two year,Yes,Bank transfer (automatic),101.3,7261.25,No
5619-PTMIK,46,Yes,Month-to-month,No,Electronic check,53.1,2459.8,No
3737-XBQDD,24,Yes,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,No
5882-CMAZQ,5,No,Month-to-month,No,Electronic check,34.25,163.55,No
5846-QFDFI,33,Yes,Month-to-month,No,Credit card (automatic),88.6,2888.7,No
4445-KWOKW,42,Yes,One year,Yes,Bank transfer (automatic),60.15,2421.6,No
3511-APPBJ,23,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,No
7967-HYCDE,8,Yes,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No
2430-RRYUW,66,Yes,One year,Yes,Mailed check,54.8,3465.7,No
3948-XHGNA,24,Yes,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes
3723-BFBGR,24,Yes,Month-to-month,No,Credit card (automatic),54.8,1291.3,No
0565-IYCGT,69,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes
5447-WZAFP,53,Yes,One year,Yes,Mailed check,100.3,5200.8,No
5110-CHOPY,60,No,Two year,No,Electronic check,53.6,3237.05,No
5445-UTODQ,7,Yes,Month-to-month,Yes,Electronic check,81.1,576.65,Yes
4425-OWHWB,20,Yes,One year,Yes,Credit card (automatic),19.35,433.75,No
7892-QVYKW,23,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No
9675-ICXCT,72,Yes,Two year,Yes,Electronic check,80.8,5728.55,No
1024-VRZHF,11,Yes,Month-to-month,Yes,Electronic check,74.95,825.7,Yes
4703-MQYKT,21,Yes,Two year,No,Mailed check,19.6,390.4,No
9497-QCMMS,1,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes
5692-ICXLW,31,Yes,Month-to-month,Yes,Electronic check,90.7,2845.15,No
0602-DDUML,57,Yes,Two year,No,Mailed check,69.75,3894.4,No
2208-MPXIO,45,Yes,Two year,Yes,Bank transfer (automatic),20,886.4,No
1960-UYCNN,10,Yes,Month-to-month,Yes,Electronic check,95.25,1021.55,No
0348-SDKOL,58,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes
3190-FZATL,14,Yes,Month-to-month,No,Mailed check,19.95,268.4,No
7336-RLLRH,27,Yes,One year,No,Mailed check,80.85,2204.35,No
4373-MAVJG,14,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259,Yes
8901-HJXTF,12,No,Month-to-month,No,Mailed check,29.2,309.1,Yes
7710-JSYOA,69,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No
5419-KLXBN,25,Yes,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes
3424-NMNBO,58,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes
9885-MFVSU,35,No,Two year,Yes,Credit card (automatic),46.35,1662.05,No
4514-GFCFI,16,Yes,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes
0607-MVMGC,45,Yes,One year,No,Credit card (automatic),78.75,3600.65,No
3365-SAIGS,17,Yes,Month-to-month,Yes,Electronic check,83.55,1329.15,No
9828-AOQLM,1,Yes,Month-to-month,Yes,Electronic check,45.7,45.7,Yes
8022-BECSI,22,Yes,One year,No,Mailed check,19.6,422.5,No
8000-REIQB,1,Yes,Month-to-month,Yes,Electronic check,69.95,69.95,Yes
9993-LHIEB,67,Yes,Two year,No,Mailed check,67.85,4627.65,No
0266-CLZKZ,67,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No
7615-ESMYF,2,No,Month-to-month,No,Electronic check,44.6,97.1,Yes
3858-VOBET,23,Yes,Month-to-month,Yes,Electronic check,74.95,1710.45,Yes
7020-OZKXZ,9,Yes,Month-to-month,No,Credit card (automatic),75.5,637.4,No
3977-QCRSL,5,Yes,Month-to-month,No,Mailed check,20.15,117.95,No
0017-DINOC,54,No,Two year,No,Credit card (automatic),45.2,2460.55,No
1447-PJGGA,57,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes
8565-CLBZW,24,Yes,Month-to-month,Yes,Mailed check,89.85,2165.05,Yes
9139-WQQDY,49,Yes,One year,No,Mailed check,100.45,4941.8,Yes
0224-HJAPT,5,Yes,Month-to-month,No,Electronic check,47.15,223.15,Yes
8086-OVPWV,2,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes
9430-FRQOC,4,Yes,Month-to-month,Yes,Mailed check,87.1,341.45,Yes
7639-OPLNG,70,Yes,Two year,Yes,Bank transfer (automatic),79.25,5731.85,No
3074-GQWYX,5,Yes,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes
1492-QGCLU,53,Yes,Month-to-month,No,Electronic check,85.7,4616.1,No
6845-RGTYS,47,Yes,Month-to-month,Yes,Electronic check,98.75,4533.7,Yes
7328-OWMOM,31,Yes,One year,No,Credit card (automatic),20.1,589.25,No
4418-LZMSV,13,Yes,Month-to-month,No,Bank transfer (automatic),61.8,750.1,No
5155-AZQPB,28,Yes,Month-to-month,No,Mailed check,49.9,1410.25,No
8861-HGGKB,10,Yes,Month-to-month,No,Electronic check,86.45,830.85,Yes
1087-GRUYI,38,Yes,Two year,No,Bank transfer (automatic),20.4,743.5,No
7065-YUNRY,1,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,Yes
7694-VLBWQ,67,Yes,One year,No,Electronic check,104.1,7040.85,Yes
2546-KZAAT,52,Yes,One year,Yes,Mailed check,75.4,3865.45,No
0181-RITDD,62,Yes,Two year,No,Mailed check,108.15,6825.65,No
5989-PGKJB,16,Yes,Month-to-month,Yes,Electronic check,86.25,1340.1,No
4795-KTRTH,5,Yes,Month-to-month,Yes,Electronic check,81,371.65,Yes
8272-ONJLV,12,Yes,One year,No,Electronic check,95.7,1184,No
1488-PBLJN,72,Yes,Two year,Yes,Bank transfer (automatic),116.85,8477.7,No
0308-GIQJT,71,Yes,One year,No,Bank transfer (automatic),105.75,7382.85,No
3778-FOAQW,24,Yes,One year,No,Mailed check,20.15,456.85,No
4452-ROHMO,15,Yes,Two year,No,Mailed check,19.6,331.6,No
6481-OGDOO,67,Yes,One year,Yes,Credit card (automatic),90.6,6056.15,Yes
3090-LETTY,2,Yes,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No
5349-AZPEW,5,No,Month-to-month,No,Mailed check,25.05,125.5,No
3753-TSEMP,15,Yes,Month-to-month,No,Electronic check,88.15,1390.6,Yes
8305-VHZBZ,1,Yes,Month-to-month,Yes,Mailed check,20.2,20.2,Yes
9720-JJJOR,41,Yes,One year,Yes,Bank transfer (automatic),60.3,2511.3,No
8100-HZZLJ,43,Yes,Month-to-month,Yes,Electronic check,63.95,2737.05,No
8775-ERLNB,1,Yes,Month-to-month,No,Electronic check,74.3,74.3,No
8309-IEYJD,1,Yes,Month-to-month,Yes,Mailed check,70.6,70.6,No
9172-JITSM,26,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes
6298-QDFNH,22,Yes,Month-to-month,Yes,Electronic check,79.35,1730.35,Yes
7398-HPYZQ,71,Yes,Two year,No,Bank transfer (automatic),90.55,6404,No
3546-GHEAE,7,Yes,Two year,No,Mailed check,19.45,165.35,No
7361-YPXFS,28,Yes,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,No
